aqi,pre_aqi,so2,no2,co,o3,pm10,pm2_5,temp_diff,humi_diff,w_dir_diff,wind_diff,rain_diff
55,56,8,18,0.6,103,60,34,1,-10,-135,0,0
54,55,7,20,0.6,97,57,35,1,-3,135,0,0
56,54,7,17,0.6,92,61,39,0,-1,-135,1,0
55,56,7,19,0.6,90,59,36,2,-3,135,-1,0
54,55,8,17,0.6,89,57,36,0,-2,0,0,0
52,54,8,12,0.6,90,54,34,-1,4,-190,1,0
48,52,8,10,0.6,92,48,31,-1,2,55,-1,0
46,48,9,9,0.6,92,46,32,-1,5,135,0,0
46,46,9,8,0.6,90,46,32,-1,2,-135,0,0
48,46,9,8,0.6,88,47,33,-1,8,-55,0,0
49,48,9,9,0.6,86,48,34,-1,1,0,0,0
55,49,9,10,0.6,82,54,39,-1,6,55,0,0
57,55,8,16,0.7,71,55,40,0,2,0,0,0
59,57,9,18,0.7,69,61,42,0,3,135,0,0
60,59,10,19,0.7,71,63,43,-1,1,0,0,0
65,60,9,16,0.7,81,72,47,0,4,0,0,0
68,65,8,13,0.7,95,76,49,0,4,0,1,0
64,68,7,11,0.7,110,74,46,0,2,0,-1,0
63,64,7,10,0.7,122,72,45,0,0,0,0,0
60,63,7,10,0.7,128,69,42,0,1,-135,0,0
59,60,8,11,0.7,128,67,41,0,0,0,0,0
58,59,8,13,0.7,128,66,39,1,-2,135,0,0
58,58,8,17,0.6,126,66,38,1,-5,0,0,0
59,58,8,24,0.7,119,67,40,1,-9,-135,0,0
61,59,8,31,0.7,93,71,40,1,-7,0,0,0
65,61,8,29,0.7,90,79,46,2,-7,0,0,0
69,65,8,24,0.7,89,85,50,2,-8,-90,0,0
70,69,8,18,0.7,89,85,51,1,-3,90,0,0
68,70,7,16,0.7,87,74,49,0,1,-55,0,0
70,68,7,17,0.7,84,77,51,0,-4,55,0,0
74,70,7,15,0.7,84,82,54,0,0,135,0,0
75,74,7,14,0.7,83,77,55,-1,4,-190,-1,0
78,75,8,13,0.7,83,80,57,-2,7,0,0,0
77,78,8,12,0.7,82,78,56,-1,5,0,0,0
78,77,9,11,0.7,81,75,57,0,10,0,3,0
80,78,9,13,0.7,78,76,59,-1,5,0,-2,0
78,80,9,23,0.8,66,76,57,0,2,0,0,0
82,78,10,25,0.8,67,86,60,-1,2,55,-1,0
80,82,10,20,0.8,81,87,59,0,2,0,0,0
82,80,10,21,0.7,68,89,60,-1,4,0,0,0
63,82,12,23,0.6,60,76,39,0,2,135,1,0
53,63,14,15,0.6,71,55,28,0,-2,-135,0,0
52,53,9,12,0.5,83,53,25,0,0,135,-1,0
43,52,10,13,0.5,93,43,21,0,1,-135,0,0
43,43,10,13,0.5,101,43,21,0,-1,0,1,0
46,43,8,11,0.5,101,46,22,1,-3,135,-1,0
42,46,7,12,0.5,94,42,18,-1,-6,-90,1,0
41,42,7,14,0.5,84,41,20,-3,11,-225,0,1.3
47,41,7,16,0.5,73,47,27,0,-6,0,0,-1.3
53,47,7,14,0.5,71,55,34,1,-5,0,0,0
47,53,7,14,0.5,62,47,29,0,-1,0,0,0
46,47,7,14,0.5,54,46,32,1,-4,0,0,0
40,46,6,11,0.7,48,40,24,0,-1,45,0,0
16,40,6,9,0.7,48,16,7,0,0,0,0,0
15,16,6,9,0.7,48,14,6,-1,6,0,0,0
15,15,6,9,0.7,47,14,4,-1,3,0,0,0
14,15,6,8,0.7,43,14,5,-1,1,0,0,0
14,14,6,8,0.6,38,14,5,0,2,0,0,0
13,14,6,7,0.6,38,13,5,-1,10,180,0,0
14,13,6,7,0.5,38,14,5,-1,-2,-180,0,0
14,14,6,9,0.5,37,14,6,0,-1,0,0,0
16,14,6,10,0.5,38,16,5,0,2,0,0,0
17,16,6,13,0.5,39,17,6,-1,-2,0,0,0
25,17,6,13,0.4,47,25,7,-1,8,0,0,0
26,25,7,14,0.4,57,26,9,-1,0,0,0,0
29,26,7,15,0.4,59,29,9,0,-4,45,0,0
31,29,8,14,0.4,62,31,13,-1,-1,-45,0,0
35,31,8,16,0.4,60,35,13,-1,0,0,0,0
42,35,6,23,0.5,53,42,17,-1,1,0,0,0
47,42,6,26,0.5,45,47,19,0,-4,0,0,0
36,47,6,27,0.5,43,36,23,0,-2,0,1,0
34,36,6,25,0.6,41,34,23,-1,-6,0,-1,0
32,34,6,22,0.5,40,31,22,1,-2,0,0,0
32,32,6,24,0.5,37,30,22,0,-1,0,0,0
31,32,6,23,0.5,37,31,20,0,0,0,0,0
26,31,6,21,0.5,36,26,17,-1,10,0,0,0
22,26,5,17,0.5,38,20,15,0,9,45,0,0
17,22,6,13,0.4,40,17,11,0,2,0,1,0.1
15,17,6,11,0.4,42,15,9,0,2,-45,-1,0.2
13,15,7,10,0.4,40,13,7,0,1,0,0,0.2
13,13,6,10,0.4,40,11,5,0,0,45,0,-0.4
14,13,6,8,0.4,42,10,5,-1,-1,-45,0,0.1
14,14,6,7,0.4,42,12,4,0,1,0,0,0.2
14,14,6,8,0.4,42,9,3,0,0,0,0,-0.1
12,14,6,11,0.4,37,11,4,-1,0,0,0,0.1
11,12,6,15,0.4,32,11,4,0,0,0,0,-0.2
12,11,6,17,0.4,30,12,4,0,0,0,0,0.1
17,12,8,20,0.5,27,17,6,0,0,0,0,0
25,17,10,20,0.5,26,25,11,0,0,0,0,0.1
29,25,12,19,0.5,26,29,12,0,0,0,0,-0.2
32,29,13,18,0.5,28,32,15,0,-1,45,0,0
33,32,13,20,0.6,26,33,19,0,0,-45,0,-0.1
45,33,13,22,0.6,25,45,23,0,-1,0,0,0.1
52,45,14,23,0.6,25,53,32,0,-1,0,0,-0.1
54,52,12,23,0.6,25,57,35,0,-3,0,0,-0.1
50,54,12,24,0.6,22,50,31,1,-1,0,0,0
49,50,11,21,0.5,23,49,31,1,-2,0,0,0
44,49,11,21,0.5,21,44,29,0,-2,0,0,0
44,44,10,21,0.5,19,44,30,0,0,0,0,0
45,44,11,19,0.5,20,45,30,0,1,0,0,0
41,45,14,19,0.5,20,41,26,0,0,0,0,0
38,41,15,18,0.5,19,38,22,0,2,45,0,0
33,38,12,18,0.5,18,33,20,0,0,0,0,0
30,33,12,19,0.5,15,30,20,0,0,-45,0,0
29,30,13,18,0.5,15,29,18,0,1,0,0,0
29,29,11,15,0.5,18,29,18,0,0,0,0,0
28,29,10,13,0.5,24,28,16,0,0,0,0,0
23,28,9,12,0.5,28,23,14,0,0,0,0,0
22,23,10,15,0.5,28,22,12,0,0,0,0,0
22,22,10,18,0.5,26,22,11,0,0,0,0,0
27,22,12,21,0.6,24,27,15,0,0,0,-1,0
36,27,14,25,0.6,25,36,15,0,0,45,0,0
44,36,15,26,0.6,31,44,20,0,-1,0,1,0
47,44,14,25,0.6,39,47,19,0,0,0,-1,0
48,47,13,25,0.6,45,48,20,0,-1,0,1,0
50,48,12,24,0.6,47,50,19,0,-1,35,-1,0
52,50,12,24,0.6,43,54,24,0,0,-80,0,0
55,52,12,22,0.6,42,59,24,1,-4,0,0,0
55,55,12,23,0.6,35,59,27,0,-3,45,0,0.1
58,55,10,23,0.6,32,65,36,2,-3,0,0,-0.1
60,58,8,22,0.6,30,70,36,1,-6,-45,1,0
59,60,7,20,0.6,31,67,37,1,-3,0,-1,0
45,59,6,17,0.6,34,45,31,1,0,45,0,0
28,45,6,15,0.6,36,27,19,0,0,-45,1,0
16,28,6,15,0.5,36,16,11,-1,1,0,0,0
16,16,6,13,0.5,38,16,9,-1,4,0,0,0
15,16,7,12,0.5,38,15,8,-1,2,0,0,0
15,15,7,12,0.5,36,15,8,-1,7,0,0,0
17,15,9,12,0.5,34,17,8,-1,10,0,0,0
20,17,9,14,0.6,31,20,12,0,0,0,0,0
27,20,10,15,0.6,26,27,15,-1,4,0,0,0.4
31,27,11,18,0.6,23,31,21,0,1,0,0,-0.1
32,31,12,23,0.6,21,32,20,0,-1,0,0,-0.2
37,32,16,24,0.7,27,37,23,0,-2,45,0,-0.1
44,37,14,23,0.6,39,44,22,0,-1,-45,0,0
40,44,10,16,0.6,58,40,19,1,-1,0,-1,0
30,40,10,12,0.5,66,30,12,0,1,45,0,0
29,30,11,13,0.5,72,29,13,-1,1,35,0,0
33,29,10,14,0.5,78,33,16,1,0,0,0,0
36,33,12,16,0.5,90,36,17,0,-1,0,0,0
41,36,13,18,0.5,95,41,20,0,-3,0,0,0
47,41,12,19,0.5,104,47,22,2,-6,-35,0,0
51,47,13,23,0.5,106,51,23,2,-15,-90,1,0
54,51,14,34,0.7,92,57,25,1,-6,0,0,0
57,54,19,66,1.1,42,64,31,1,-1,225,-1,0
72,57,21,68,1.1,29,93,38,2,-9,45,1,0
72,72,16,56,0.8,35,94,40,1,-2,-180,0,0
70,72,13,38,0.6,47,90,37,2,-2,0,0,0
61,70,12,34,0.6,46,72,35,1,-7,35,0,0
59,61,12,42,0.7,31,67,35,0,0,55,-1,0
59,59,12,32,0.6,34,68,34,1,0,90,1,0
55,59,12,26,0.6,44,60,33,-3,14,45,-1,0
53,55,11,19,0.5,54,55,28,-3,12,0,0,0
46,53,11,17,0.6,57,46,29,0,-3,-225,1,0
47,46,11,14,0.5,58,47,26,-1,5,0,0,0
44,47,11,13,0.5,55,44,26,-1,4,-90,0,0
39,44,11,18,0.6,48,39,24,-2,12,315,-1,0
42,39,11,21,0.6,42,42,25,-1,4,-45,0,0
50,42,10,23,0.6,37,50,25,0,1,45,0,0
53,50,11,25,0.6,37,56,27,1,-9,-270,1,0
55,53,13,24,0.6,39,60,31,0,0,0,0,0
56,55,14,23,0.6,45,62,33,0,2,0,0,0
59,56,14,21,0.6,52,68,33,0,1,0,0,0
57,59,13,22,0.6,56,64,32,-1,2,0,0,0
55,57,13,23,0.6,60,60,30,1,0,45,0,0
57,55,13,26,0.6,60,64,32,0,-1,-45,0,0
58,57,13,32,0.7,53,65,35,0,-2,0,0,0
62,58,14,38,0.7,45,73,37,0,-3,0,0,0
62,62,15,39,0.7,39,73,37,2,-5,-45,-1,0
62,62,15,35,0.7,42,74,37,2,-8,90,0,0
62,62,15,34,0.7,41,74,40,1,-1,90,0,0
63,62,13,25,0.6,52,76,40,1,-4,0,0,0
62,63,11,21,0.6,56,73,38,0,1,-90,0,0
62,62,8,21,0.6,52,73,38,0,1,225,1,0
61,62,7,22,0.6,43,71,36,0,2,0,-1,0
56,61,7,22,0.6,38,62,38,-1,0,0,0,0
52,56,6,18,0.6,38,52,36,0,4,-225,0,0
46,52,6,13,0.6,40,40,32,0,-1,0,0,0
32,46,6,11,0.5,41,30,22,-1,0,0,1,0
26,32,6,10,0.5,40,24,18,0,4,90,-1,0
22,26,6,16,0.5,32,21,15,-1,6,-55,0,0
23,22,6,20,0.6,26,23,15,-1,9,55,0,0
24,23,7,24,0.6,22,24,14,0,7,-55,0,0.1
25,24,8,25,0.6,21,25,16,-1,1,-80,1,0.2
29,25,8,23,0.6,24,29,17,-1,1,0,0,0
26,29,8,20,0.6,27,26,15,0,0,0,0,-0.1
29,26,8,18,0.6,30,29,19,0,0,0,0,-0.1
31,29,7,17,0.6,30,31,17,0,0,0,0,0.1
36,31,7,17,0.5,31,36,17,0,0,0,0,-0.1
24,36,7,18,0.6,32,24,15,0,0,0,0,0
24,24,7,18,0.6,35,24,13,0,0,0,0,0
25,24,7,18,0.6,39,25,14,0,-1,0,0,0
25,25,7,17,0.6,41,25,14,0,0,0,0,-0.1
19,25,7,16,0.6,43,19,11,0,-4,0,0,0
16,19,7,15,0.6,45,16,11,0,0,0,0,0
17,16,7,13,0.5,48,17,10,0,0,0,0,0
17,17,7,12,0.5,52,16,8,-1,3,0,0,0
17,17,7,9,0.6,54,14,6,0,-1,0,0,0
17,17,7,9,0.6,52,12,5,0,-3,0,0,0
18,17,6,7,0.6,56,12,6,0,1,0,0,0
18,18,6,7,0.6,56,11,5,0,4,0,0,0.6
18,18,6,6,0.6,55,11,4,0,0,0,0,-0.5
17,18,6,7,0.6,54,10,3,0,-2,0,0,-0.1
16,17,6,7,0.6,51,9,3,-1,1,0,0,0.1
15,16,7,12,0.6,46,9,4,0,1,0,0,0
15,15,7,13,0.6,45,12,4,0,-2,0,0,-0.1
16,15,8,13,0.6,46,16,6,0,2,45,0,0
20,16,8,14,0.6,46,20,8,0,-3,-45,0,0.1
22,20,9,14,0.6,47,22,8,-1,2,0,0,-0.1
26,22,9,14,0.6,47,26,11,0,-2,0,0,0
29,26,9,13,0.6,52,29,13,1,-3,45,0,0
28,29,8,13,0.6,54,28,13,0,-1,-45,0,0
28,28,8,15,0.6,53,28,14,0,0,45,0,0
31,28,8,15,0.6,50,31,15,0,-3,-45,0,0
32,31,7,16,0.6,45,32,15,1,-5,45,0,0
32,32,7,15,0.6,45,32,16,0,0,0,0,0
28,32,7,15,0.6,43,28,17,1,-2,-45,0,0
24,28,7,16,0.6,42,24,15,1,-2,0,0,0
23,24,7,15,0.6,46,23,13,1,-4,45,0,0
18,23,7,14,0.6,45,18,10,-1,3,0,0,0
17,18,6,13,0.6,43,17,8,0,2,-45,0,0
17,17,6,13,0.6,43,17,8,0,1,0,0,0
16,17,6,12,0.6,45,16,8,-1,6,0,0,0
15,16,6,11,0.6,46,15,7,-1,5,45,0,0
15,15,6,10,0.6,48,15,7,0,4,-45,0,0.3
15,15,6,9,0.6,47,15,7,0,-1,0,0,-0.2
16,15,6,8,0.6,50,16,7,-1,-1,0,0,0
16,16,6,9,0.6,51,15,7,0,3,0,-1,0.1
15,16,6,12,0.6,47,15,7,0,1,0,0,-0.2
17,15,7,16,0.7,42,17,9,0,0,0,0,0.1
23,17,7,17,0.7,45,23,11,0,0,0,1,0.1
25,23,8,18,0.7,47,25,11,0,-1,0,-1,-0.2
31,25,11,16,0.7,52,31,14,0,0,0,0,0
33,31,12,13,0.6,56,33,17,0,-1,0,0,0
36,33,12,13,0.6,58,36,21,0,-3,-45,1,0
36,36,10,16,0.6,56,36,22,0,0,0,0,0
38,36,10,18,0.6,52,38,23,0,1,0,0,0
46,38,12,18,0.7,48,46,28,0,-3,45,0,0
48,46,11,17,0.6,48,48,33,1,-2,45,0,0
50,48,10,18,0.7,45,50,34,1,-6,-45,0,0
54,50,10,17,0.7,47,55,38,1,-5,0,0,0
52,54,10,17,0.6,51,52,36,0,-2,45,0,0
48,52,9,17,0.6,54,47,33,0,1,-45,0,0
52,48,8,15,0.6,57,49,36,0,1,0,0,0
57,52,7,13,0.6,64,54,40,-1,5,45,0,0
58,57,8,12,0.6,65,55,41,0,1,-45,0,0
55,58,7,12,0.6,64,57,39,0,2,45,0,0
55,55,7,10,0.6,64,55,39,-1,1,-45,0,0
55,55,7,10,0.6,63,54,39,0,0,0,0,0
58,55,7,9,0.6,66,54,41,0,0,0,-1,0
58,58,8,9,0.6,68,55,41,0,0,0,1,0
62,58,8,9,0.6,70,61,44,0,-1,-45,0,0
67,62,8,13,0.6,64,66,48,0,3,45,-1,0
68,67,9,16,0.6,62,72,49,0,0,0,1,0
70,68,9,15,0.6,68,77,51,0,2,0,-1,0
70,70,9,15,0.6,71,87,51,0,0,-45,0,0
77,70,9,14,0.6,77,88,56,0,-3,45,0,0
72,77,9,13,0.6,83,83,52,0,-1,0,0,0
70,72,8,12,0.6,85,81,51,0,1,0,0,0
65,70,8,14,0.6,82,75,47,0,1,45,0,0
64,65,9,17,0.6,77,72,46,0,0,0,1,0
63,64,10,18,0.6,73,75,45,0,-4,0,-1,0
69,63,10,18,0.6,71,78,50,0,-1,0,0,0
68,69,11,19,0.6,66,76,49,1,-3,0,0,0
70,68,11,20,0.6,62,78,51,1,-8,-45,1,0
68,70,11,19,0.6,61,76,49,0,-3,0,0,0
65,68,11,20,0.6,60,73,47,1,1,45,0,0
62,65,10,18,0.6,61,68,44,0,0,-45,-1,0
59,62,9,17,0.6,60,65,42,-1,2,0,1,0
60,59,8,16,0.6,55,66,43,0,-1,0,0,0
59,60,7,20,0.6,44,61,42,0,0,-45,0,0
58,59,7,21,0.6,37,60,41,0,2,45,0,0
59,58,7,17,0.6,43,61,42,-1,1,0,0,0
58,59,7,14,0.6,50,58,41,0,1,0,0,0
55,58,7,12,0.5,51,54,39,0,1,0,0,0
54,55,7,13,0.6,55,52,38,0,1,0,0,0
53,54,8,17,0.6,51,50,37,0,2,0,-1,0
54,53,10,17,0.5,60,53,38,-1,3,80,0,0
55,54,12,18,0.6,60,57,39,0,10,100,0,1.1
57,55,14,20,0.6,58,60,40,0,-1,-225,1,-0.9
57,57,14,20,0.6,60,63,40,-1,-1,45,-1,-0.2
56,57,13,17,0.6,69,62,38,0,1,0,0,0
51,56,10,13,0.6,80,52,31,0,1,-45,0,0
36,51,8,12,0.6,87,36,20,0,-7,0,0,0
36,36,8,13,0.6,87,36,19,0,-1,45,0,0
38,36,8,14,0.6,82,38,20,1,-2,0,1,0
41,38,9,16,0.6,79,41,25,0,-2,-45,-1,0
43,41,9,18,0.6,73,43,27,2,-5,45,1,0
46,43,11,23,0.6,64,46,27,0,-4,45,0,0
51,46,11,23,0.6,60,51,31,2,-8,-45,0,0
53,51,11,24,0.6,57,55,35,0,-5,0,0,0
54,53,11,26,0.6,52,57,37,1,1,0,0,0
55,54,12,22,0.6,54,59,37,-1,1,0,0,0
54,55,11,21,0.6,54,58,36,0,1,0,0,0
53,54,12,21,0.6,54,56,36,0,2,-45,0,0
54,53,12,22,0.6,49,58,36,-1,3,45,0,0
55,54,13,21,0.6,47,59,37,0,3,0,0,0
54,55,15,21,0.6,48,58,38,-1,2,-45,0,0
55,54,21,23,0.7,42,59,39,0,1,45,0,0
59,55,21,25,0.7,34,65,42,0,0,0,0,0
60,59,25,29,0.8,28,68,43,-1,2,-45,0,0
63,60,26,30,0.8,37,76,45,0,2,0,-2,0
63,63,24,27,0.7,55,75,45,0,1,45,2,0
58,63,17,23,0.6,77,65,38,-1,5,80,-1,0
52,58,14,21,0.6,86,54,30,1,-3,-125,0,0
48,52,11,20,0.6,94,48,24,-1,-2,225,0,0
41,48,11,20,0.6,99,41,20,0,4,-100,0,0
43,41,11,22,0.6,101,43,22,0,6,0,0,0
44,43,10,26,0.6,102,44,22,0,-1,190,0,0
45,44,11,27,0.6,99,45,22,1,-6,-315,0,0
48,45,13,31,0.7,93,48,25,2,-10,125,0,0
51,48,14,37,0.7,79,52,26,2,-15,-80,1,0
56,51,17,38,0.7,69,61,30,2,-6,180,-1,0
60,56,17,39,0.7,62,70,38,1,-6,90,0,0
63,60,16,37,0.7,58,75,42,0,0,-135,0,0
62,63,18,45,0.7,47,74,44,0,1,90,1,0
65,62,16,39,0.7,50,79,43,0,1,45,-1,0
65,65,15,35,0.7,52,79,44,0,2,0,0,0
64,65,14,42,0.7,38,78,44,-1,6,-270,1,0
67,64,11,38,0.7,34,84,46,0,3,0,0,0
65,67,10,32,0.7,36,68,47,-1,3,0,0,0
62,65,9,26,0.7,40,63,44,0,1,-45,-1,0
62,62,7,22,0.7,44,59,44,-1,4,125,0,0
63,62,7,23,0.7,45,56,45,0,2,-125,0,0
63,63,7,28,0.7,40,55,45,-1,1,90,1,0
68,63,7,33,0.7,37,60,49,0,5,225,-1,0
65,68,8,27,0.7,50,60,47,-1,6,-45,0,0
59,65,9,26,0.7,58,53,42,-1,17,-270,0,3
57,59,9,28,0.7,54,51,40,0,1,180,0,-3
54,57,9,31,0.7,47,51,38,0,0,-135,0,2.7
55,54,8,34,0.8,44,53,39,0,2,80,0,-1.5
55,55,9,36,0.7,46,50,39,0,0,-35,1,-0.6
54,55,10,33,0.7,51,49,38,0,-1,-45,-1,0.5
53,54,11,31,0.8,60,47,37,0,1,45,1,2
48,53,11,30,0.7,60,42,33,0,-1,0,-1,-3.1
43,48,11,27,0.7,62,42,30,0,-4,-45,0,0.1
42,43,8,31,0.8,46,40,29,0,0,0,0,0.1
47,42,9,45,0.9,18,47,31,0,2,45,0,1.2
54,47,10,45,1,10,57,36,1,-1,-45,0,-0.9
56,54,12,40,1,8,61,38,0,2,45,0,0
57,56,12,39,1,7,63,36,1,-4,-45,0,-0.3
58,57,11,38,0.9,11,65,38,0,-4,45,1,-0.2
54,58,10,36,0.8,19,57,36,0,1,0,-1,0
51,54,9,28,0.7,29,52,35,-1,3,-90,-1,0
48,51,8,26,0.7,31,45,33,-1,5,270,1,0
42,48,8,22,0.7,30,41,29,-1,1,0,0,0
46,42,8,24,0.7,22,43,32,0,1,0,0,0
43,46,8,28,0.8,15,43,29,-1,0,0,0,0
44,43,9,30,0.8,14,44,30,1,0,-270,-1,0
48,44,11,33,0.9,25,48,32,0,1,45,1,0
53,48,16,35,0.9,36,55,36,0,0,80,0,0
57,53,15,29,0.8,52,61,40,0,0,-35,0,0
54,57,13,21,0.7,74,58,35,0,-1,35,0,0
48,54,11,14,0.7,91,48,28,0,0,0,0,0
41,48,10,13,0.7,94,41,20,0,0,55,0,0
47,41,9,16,0.7,88,47,24,0,0,-90,0,0
44,47,9,18,0.7,80,44,25,0,0,-90,0,0
47,44,10,18,0.8,77,47,28,2,-2,0,0,0
48,47,10,20,0.8,70,48,27,1,-14,45,0,0
53,48,10,25,0.8,62,56,33,3,-7,225,1,0
54,53,10,26,0.8,60,58,37,1,-14,45,0,0
56,54,10,28,0.8,53,62,38,2,-5,0,0,0
58,56,11,27,0.8,51,66,39,-1,4,-135,0,0
59,58,10,22,0.8,54,67,41,1,3,135,0,0
59,59,10,19,0.8,59,65,42,-1,1,0,0,0
62,59,10,19,0.7,61,62,44,0,1,-135,0,0
60,62,9,18,0.7,64,64,43,-1,5,135,0,0
64,60,9,15,0.7,68,67,46,0,1,-135,-1,0
63,64,9,14,0.7,67,66,45,0,1,0,0,0
63,63,9,12,0.7,69,67,45,-1,2,0,0,0
64,63,9,11,0.7,72,69,46,0,4,-90,1,0
68,64,9,12,0.7,70,68,49,0,5,225,0,0
68,68,9,20,0.8,61,71,49,0,-1,0,0,0
69,68,9,27,0.8,55,75,50,0,0,0,0,0
72,69,9,28,0.8,54,81,52,-1,2,0,0,0
73,72,10,24,0.8,62,85,53,0,2,0,0,0
72,73,9,19,0.8,70,84,52,0,1,0,0,0
73,72,10,19,0.8,73,85,53,0,-2,0,0,0
73,73,10,16,0.8,80,83,53,1,0,0,0,0
73,73,9,14,0.8,94,81,53,-1,1,0,0,0
73,73,8,15,0.9,96,80,53,0,0,-45,0,0
78,73,8,16,0.8,95,85,57,1,-2,45,0,0
78,78,8,21,0.9,85,84,57,1,-2,0,0,0
77,78,8,25,0.9,74,88,56,0,-2,0,0,0
79,77,9,26,1,65,90,58,1,-1,0,0,0
84,79,7,26,0.9,54,92,62,0,-3,0,0,0
67,84,7,31,0.9,50,63,48,2,-6,0,0,0
49,67,7,34,0.9,42,43,34,1,-4,-135,0,0
41,49,8,31,0.9,40,41,28,1,-1,135,0,0
39,41,7,11,0.7,72,36,27,-1,2,-135,0,0
26,39,7,10,0.6,82,24,14,0,2,0,0,0
30,26,7,8,0.5,86,28,21,-1,3,-55,0,0
38,30,9,9,0.5,83,37,26,-1,10,-125,0,0.2
40,38,10,8,0.6,79,40,26,-2,13,90,0,8.8
42,40,10,9,0.6,77,41,29,0,-1,-45,0,-8.4
43,42,8,10,0.6,77,43,30,-1,2,135,-1,-0.6
41,43,8,15,0.6,69,41,28,-1,-4,45,1,2.6
42,41,11,22,0.7,61,42,29,0,0,0,-1,-1.9
51,42,16,25,0.7,63,51,33,0,-1,-135,0,-0.7
55,51,17,16,0.6,86,59,36,-1,-2,135,0,0
51,55,12,13,0.6,98,51,30,0,2,0,0,0
42,51,10,12,0.6,100,42,24,0,-10,-180,1,0
36,42,8,11,0.6,101,36,18,0,3,180,-1,0
31,36,7,11,0.6,98,30,14,0,2,0,0,0
28,31,8,13,0.6,89,24,9,0,-2,0,0,0
26,28,9,17,0.6,74,26,10,0,-3,0,0,0
32,26,9,18,0.6,66,32,13,2,-7,-180,1,0
35,32,9,15,0.6,70,35,16,2,-9,180,0,0
27,35,6,13,0.6,63,27,10,0,-4,-225,0,0
21,27,6,13,0.6,65,17,7,0,1,225,0,0
21,21,6,13,0.6,66,16,7,0,-1,-180,0,0
25,21,5,11,0.5,80,19,8,0,-1,-45,0,0
28,25,6,9,0.5,87,23,9,-2,10,0,0,0
30,28,7,8,0.5,95,25,10,-1,10,45,0,0
32,30,7,8,0.5,100,25,10,0,-11,0,0,0
34,32,7,8,0.5,108,28,10,-4,22,0,0,0
35,34,7,7,0.4,111,31,13,-2,0,0,0,0.1
35,35,6,7,0.4,110,34,15,0,-4,0,0,-0.1
33,35,5,7,0.4,103,31,16,-1,-9,0,1,0
32,33,6,8,0.5,100,27,15,0,2,0,-1,0
29,32,6,11,0.5,92,26,17,0,-1,0,0,0
29,29,7,17,0.5,88,29,17,0,-9,0,0,0
36,29,9,21,0.5,84,36,18,0,-9,0,0,0
40,36,9,20,0.5,88,40,21,-1,-8,0,0,0
43,40,10,18,0.5,91,43,21,0,1,0,0,0
45,43,10,14,0.6,99,45,21,-2,26,45,-1,1.9
43,45,8,11,0.5,108,43,17,0,3,0,0,-1.6
43,43,8,9,0.5,114,43,15,0,5,225,0,-0.2
46,43,8,10,0.5,115,46,15,1,-4,-190,0,-0.1
51,46,8,11,0.5,116,51,18,0,-15,-80,0,0
50,51,9,14,0.5,112,50,18,2,-6,0,1,0
52,50,9,18,0.5,101,54,20,1,-1,-45,0,0
50,52,10,23,0.5,89,50,19,2,-5,45,0,0
51,50,11,29,0.5,75,52,23,2,-1,45,0,0
54,51,10,33,0.6,64,57,24,2,-13,-45,0,0
56,54,12,45,0.6,45,61,26,1,3,45,0,0
60,56,12,49,0.7,34,70,26,0,-2,-90,0,0
58,60,11,53,0.7,23,65,26,0,-1,45,0,0
60,58,10,48,0.7,24,70,28,-1,3,0,0,0
58,60,10,48,0.7,20,65,28,-1,5,0,0,0
59,58,10,46,0.7,19,68,30,-1,3,0,0,0
57,59,9,43,0.7,16,64,30,0,5,-45,0,0
56,57,9,44,0.6,14,61,29,-2,10,315,-1,0
55,56,9,42,0.7,16,60,28,-1,10,-45,0,0
55,55,9,39,0.7,24,60,30,-1,5,45,0,0
57,55,13,43,0.7,29,63,28,0,3,0,0,0
61,57,13,35,0.7,50,72,31,0,-1,-225,0,0
57,61,10,24,0.5,75,63,25,0,6,90,0,0.2
50,57,7,14,0.4,96,50,17,0,3,-55,0,-0.2
36,50,7,11,0.4,100,36,10,0,-1,0,0,0.1
33,36,7,12,0.4,103,31,11,0,-1,0,0,-0.1
32,33,8,16,0.4,99,32,10,0,-2,-35,0,0
35,32,9,19,0.4,96,35,12,0,-5,35,0,0
37,35,10,24,0.5,89,37,15,2,-12,-35,0,0
43,37,9,26,0.5,78,43,16,1,-12,0,0,0
40,43,8,27,0.5,72,40,18,2,-38,35,1,0
36,40,8,26,0.5,69,36,20,1,3,0,0,0
32,36,8,24,0.5,64,32,19,1,-4,-35,0,0
32,32,9,27,0.5,55,32,20,0,0,0,0,0
37,32,9,24,0.5,55,37,22,0,3,0,0,0
37,37,9,21,0.5,51,37,23,-3,15,-45,0,0
37,37,9,21,0.5,44,37,23,-3,27,0,-1,0.4
34,37,9,23,0.5,41,34,22,-1,9,0,1,0
36,34,9,27,0.5,30,36,23,0,2,0,-1,-0.2
38,36,9,26,0.5,25,38,23,-1,-2,0,1,-0.2
39,38,8,26,0.5,24,39,24,0,3,45,0,0
40,39,8,29,0.6,16,40,25,0,-4,0,0,0
41,40,11,30,0.7,12,41,26,0,2,0,-1,0
48,41,20,33,0.7,23,48,29,0,-2,-45,0,0
56,48,24,33,0.7,40,62,33,0,9,80,1,0
56,56,18,28,0.6,59,61,35,0,1,0,-1,0
55,56,15,25,0.6,73,60,31,-1,2,190,0,0
55,55,14,21,0.6,88,60,30,0,2,0,0,0
53,55,13,18,0.6,108,56,31,-1,2,-190,0,0
