aqi,pre_aqi,so2,no2,co,o3,pm10,pm2_5,temp_diff,humi_diff,w_dir_diff,wind_diff,rain_diff
36,33,9,18,0.6,51,36,18,0,-4,-180,0,-0.6
36,36,9,16,0.7,53,36,18,0,1,0,0,0.1
35,36,9,17,0.7,52,35,21,0,0,0,1,1
34,35,9,19,0.6,52,34,18,0,-2,0,0,-1.4
34,34,9,21,0.7,48,34,19,0,-1,45,0,-0.1
37,34,10,26,0.7,41,37,24,1,-4,-45,0,0.1
38,37,10,24,0.7,40,38,22,0,-2,0,0,-0.1
37,38,8,18,0.6,56,37,22,0,-1,225,0,0
29,37,7,16,0.6,72,29,17,1,1,0,0,0
37,29,8,17,0.6,66,37,19,-1,1,0,0,0
35,37,9,21,0.6,62,35,20,1,0,-225,0,0
43,35,9,20,0.6,62,43,24,-1,-1,225,0,0
48,43,10,19,0.7,62,48,26,0,0,-225,0,0
52,48,9,15,0.7,75,53,27,0,0,0,0,0
56,52,9,11,0.7,86,62,35,-1,8,90,0,0
60,56,9,10,0.6,87,70,39,-1,2,-45,0,0
60,60,9,10,0.6,83,69,38,1,-4,0,-1,0
57,60,9,11,0.6,77,64,34,0,1,45,0,0
56,57,11,12,0.7,74,62,32,0,2,225,0,0
55,56,11,18,0.6,69,59,32,0,0,-190,0,0
51,55,11,22,0.6,65,52,28,0,0,55,0,0
53,51,11,20,0.6,73,55,29,0,-7,-135,0,0
51,53,11,17,0.5,80,52,27,0,4,45,0,0
46,51,11,13,0.5,88,46,22,0,0,-45,0,0
44,46,11,13,0.5,88,44,19,0,-6,0,0,0
42,44,10,13,0.5,90,42,20,0,-6,-45,1,0
46,42,10,13,0.5,88,46,23,0,-8,0,0,0
49,46,10,15,0.5,84,49,23,0,3,45,0,0
51,49,10,14,0.5,82,52,24,0,-3,-45,0,0
51,51,10,18,0.6,74,51,23,1,-4,0,0,0
51,51,10,19,0.5,68,51,25,0,1,45,0,0
50,51,11,20,0.5,66,50,23,0,-1,0,0,0
49,50,12,21,0.5,64,49,24,0,0,0,0,0
47,49,13,19,0.5,68,47,21,0,-1,0,0,0
50,47,12,15,0.5,78,50,22,1,1,0,0,0
52,50,11,12,0.5,83,53,23,0,0,45,0,0
51,52,11,14,0.5,74,52,22,0,2,-45,0,0
50,51,11,13,0.5,70,50,21,-1,4,0,0,0
50,50,12,12,0.5,73,50,23,0,0,0,0,0
50,50,12,12,0.5,75,50,23,-1,1,0,0,0
48,50,11,11,0.5,68,48,21,0,1,45,-1,0
47,48,10,9,0.5,77,47,22,0,-2,-45,1,0
53,47,10,16,0.5,75,55,23,0,9,45,-1,0
56,53,11,19,0.6,73,61,26,0,-2,0,2,0
58,56,12,19,0.6,79,65,26,0,2,35,-2,0
61,58,12,21,0.6,79,72,29,0,-1,-80,2,0
67,61,12,24,0.6,75,84,34,0,1,0,-1,0
71,67,13,27,0.7,72,91,39,-1,-3,0,0,0
73,71,14,31,0.7,69,95,42,1,9,0,1,0
73,73,15,33,0.8,68,96,46,-1,-9,-45,0,0
72,73,14,36,0.8,65,94,47,0,-1,0,0,0
68,72,12,39,0.7,58,85,43,1,-1,45,-1,0
65,68,11,37,0.7,51,80,39,0,0,0,0,0
65,65,12,39,0.8,40,79,42,0,3,0,-1,0
71,65,13,43,0.8,32,92,46,0,-1,45,0,0
75,71,13,45,0.8,28,100,52,1,0,90,0,0
78,75,13,43,0.8,27,106,54,0,-2,-90,0,0
78,78,14,40,0.8,27,106,53,1,-2,35,0,0
78,78,14,35,0.8,31,105,51,1,0,-35,0,0
74,78,12,30,0.7,35,98,49,-1,2,35,0,0
71,74,11,30,0.7,34,91,46,0,4,55,0,0
67,71,10,26,0.7,39,84,47,0,3,-55,0,0
62,67,9,25,0.7,39,73,44,0,0,0,0,0
61,62,9,21,0.7,42,71,43,-1,-2,-35,2,0
60,61,8,18,0.7,46,70,43,0,5,90,-2,0
56,60,8,20,0.7,41,61,39,0,-4,-90,2,0
52,56,7,28,0.8,29,54,35,0,6,0,-2,0
50,52,7,29,0.8,26,50,35,0,0,-90,2,2.5
43,50,7,33,0.9,23,43,30,0,-5,45,0,-2.5
42,43,8,36,0.9,25,42,27,0,12,80,-2,0
55,42,10,34,0.9,32,60,36,-1,-5,-80,2,0.1
54,55,10,34,0.9,36,58,35,0,0,0,0,-0.1
54,54,10,38,0.9,30,58,37,0,0,0,0,0.1
52,54,9,41,0.9,25,53,34,1,8,0,-2,-0.1
49,52,9,49,0.9,15,49,32,0,1,80,0,0.1
52,49,9,51,1,8,53,35,0,0,0,0,0
50,52,10,49,1.1,7,48,35,0,0,-35,0,0
50,50,11,42,1,10,47,35,1,-1,0,0,-0.1
38,50,10,34,1,12,36,26,0,-2,0,0,0
32,38,9,31,0.9,11,30,22,0,0,35,0,0
28,32,8,28,0.9,9,26,19,1,-1,100,0,0
23,28,8,23,0.8,12,23,15,0,-1,-225,0,0
18,23,7,18,0.8,16,18,12,0,1,0,2,2.5
16,18,6,19,0.8,13,16,10,-1,3,0,0,-2.5
17,16,6,18,0.8,14,17,10,0,1,90,-2,0.2
18,17,6,18,0.8,17,18,10,0,0,-45,0,-0.1
15,18,6,20,0.8,17,15,9,0,0,45,1,-0.1
20,15,7,18,0.9,20,20,10,0,0,-45,-1,0.1
20,20,8,17,0.8,23,20,11,0,0,0,0,0
20,20,8,21,0.8,21,20,11,-1,0,0,0,0
21,20,9,24,0.8,23,21,12,0,1,0,0,0.2
22,21,10,23,0.7,34,22,12,0,0,0,0,0
27,22,11,21,0.7,40,27,13,0,0,180,0,-0.2
30,27,11,18,0.7,42,30,16,0,-1,-180,0,0
32,30,11,17,0.7,45,32,17,0,-1,-45,0,0
29,32,11,17,0.7,50,29,16,0,-4,45,1,-0.1
31,29,11,19,0.7,56,31,17,0,-2,-45,0,0
34,31,13,23,0.7,54,34,22,1,-1,0,0,0
40,34,14,26,0.8,55,40,25,0,0,0,-1,0
40,40,13,29,0.7,50,40,25,0,-3,225,0,0
44,40,12,34,0.8,42,44,26,1,-3,0,1,0
48,44,12,31,0.8,43,48,29,0,-3,0,0,0
46,48,12,34,0.8,37,46,27,0,-4,-225,0,0
45,46,12,31,0.8,38,45,27,1,-5,225,0,0
48,45,13,34,0.8,32,48,28,0,4,-225,0,0
49,48,11,27,0.7,36,49,30,0,-3,0,0,0
45,49,11,27,0.7,32,45,27,0,0,90,-1,0
47,45,11,28,0.8,28,47,28,0,2,-90,1,0
49,47,11,25,0.8,28,49,28,-1,4,180,-1,0
49,49,11,26,0.8,25,49,30,0,0,-180,1,0
52,49,13,27,0.9,19,53,32,0,0,0,-1,0
53,52,12,26,0.9,17,55,34,-1,5,90,0,0
52,53,10,29,1,14,54,34,0,6,225,0,0
53,52,13,30,1.1,11,55,32,0,-7,-315,0,0
54,53,18,30,1.1,20,57,31,-1,9,0,-1,0
55,54,19,26,0.9,43,59,35,0,1,0,0,0
56,55,14,17,0.7,70,61,36,-1,2,0,1,0
55,56,11,14,0.6,81,59,39,-1,1,270,0,0
52,55,10,13,0.6,87,53,34,0,1,-270,-1,0
50,52,10,13,0.7,89,50,32,0,0,0,0,0
50,50,11,15,0.7,88,50,29,-1,1,180,1,0
50,50,11,16,0.6,86,50,29,1,1,-180,0,0
50,50,11,18,0.6,82,50,28,2,-8,125,0,0
50,50,13,25,0.7,71,50,29,2,-15,-125,1,0
53,50,15,41,0.9,45,56,32,2,-8,45,0,0
61,53,18,50,1,27,72,41,1,-3,180,1,0
65,61,16,48,1,27,80,46,0,-4,-225,-1,0
63,65,13,43,0.9,31,74,45,1,0,225,0,0
63,63,11,43,0.9,28,75,45,0,-3,-225,0,0
61,63,11,42,0.9,22,71,42,0,0,0,0,0
60,61,11,47,0.9,11,70,41,0,2,225,0,0
64,60,11,43,0.9,8,77,42,0,1,-180,-1,0
64,64,11,40,0.9,8,78,44,-3,19,270,0,0
62,64,11,37,0.9,8,73,39,-2,5,-45,0,0
59,62,11,35,0.9,8,68,37,-1,5,0,0,0
60,59,11,32,0.9,9,69,36,0,2,0,0,0
56,60,11,29,1,8,61,37,-1,4,-270,-1,0
57,56,14,31,1.1,12,63,35,-1,1,315,1,0
60,57,16,32,1,28,69,39,0,0,-315,0,0
61,60,17,27,0.8,54,72,39,0,0,0,-1,0
55,61,12,15,0.5,83,60,31,-1,1,0,0,0
45,55,10,9,0.5,99,45,24,0,0,180,1,0
40,45,9,8,0.5,105,40,20,0,1,-90,0,0
39,40,9,9,0.5,109,39,20,-1,0,0,0,0
40,39,9,10,0.5,109,40,19,1,1,35,0,0
43,40,10,13,0.6,107,43,19,0,0,0,0,0
46,43,11,19,0.6,95,46,22,4,-19,0,0,0
50,46,13,28,0.7,77,50,28,3,-9,-80,1,0
56,50,14,28,0.7,71,62,34,2,-26,45,0,0
58,56,13,27,0.6,68,65,37,1,1,0,0,0
56,58,12,37,0.7,50,61,35,1,2,0,0,0
59,56,12,43,0.7,37,67,36,1,-2,0,-1,0
62,59,11,41,0.7,33,73,37,-1,1,0,1,0
59,62,10,36,0.7,34,67,36,0,3,-45,0,0
58,59,9,32,0.6,39,66,34,-2,7,0,0,0
58,58,9,28,0.6,46,66,31,-1,5,0,0,0
56,58,9,22,0.5,57,62,30,-1,3,-45,0,0
53,56,9,19,0.5,63,56,27,-1,8,0,-1,0
53,53,10,17,0.5,66,55,25,-2,8,270,0,0
51,53,9,21,0.5,59,51,24,-1,5,-270,0,0
52,51,11,35,0.6,38,54,24,-1,3,315,0,0
55,52,14,40,0.8,37,59,26,-1,2,-315,0,0
60,55,13,28,0.5,70,69,29,0,2,90,0,0
61,60,10,19,0.4,91,71,24,0,0,0,0,0
61,61,9,15,0.3,100,71,22,0,-2,35,0,0
56,61,9,11,0.4,106,62,20,0,-1,-35,0,0
52,56,10,11,0.4,110,54,17,0,0,90,0,0
53,52,10,12,0.4,113,55,17,-1,2,135,0,0
51,53,9,12,0.4,112,52,16,1,-3,-135,0,0
48,51,9,13,0.4,106,48,14,4,-15,-90,0,0
47,48,10,25,0.4,88,47,14,2,-32,-45,1,0
52,47,14,42,0.6,56,53,18,1,-7,0,0,0
62,52,15,42,0.6,51,74,28,1,-8,0,0,0
64,62,14,41,0.6,51,77,35,2,-1,0,0,0
66,64,15,48,0.7,42,82,36,1,0,45,-1,0
67,66,14,47,0.7,37,84,39,0,-4,0,0,0
68,67,13,44,0.6,34,85,39,0,-4,-45,1,0
63,68,14,45,0.7,28,76,38,0,6,-45,0,0
72,63,14,46,0.7,23,94,42,-2,11,45,-1,0
73,72,14,42,0.7,20,95,41,-4,19,225,0,0
71,73,13,45,0.7,14,92,38,-1,7,0,0,0
69,71,13,43,0.6,13,87,37,-1,7,0,0,0
66,69,13,41,0.7,11,81,34,-1,4,-270,-1,0
65,66,14,40,0.7,11,80,35,-1,4,315,1,0
62,65,15,39,0.8,10,73,33,-1,1,-315,-1,0
66,62,22,39,0.9,15,82,37,0,4,315,1,0
72,66,27,53,1,21,94,43,-1,4,0,0,0
78,72,22,46,0.8,47,105,44,-1,1,-315,-1,0
69,78,13,25,0.5,85,87,36,0,1,0,0,0
56,69,13,21,0.4,93,62,24,-1,2,0,0,0
51,56,12,18,0.4,95,51,18,0,1,0,0,0
45,51,10,16,0.4,100,45,15,1,3,0,1,0
42,45,9,18,0.4,103,42,14,-1,-3,125,0,0
47,42,10,21,0.4,102,47,15,4,-16,-35,0,0
50,47,12,33,0.5,78,50,18,2,-17,-45,0,0
52,50,17,52,0.8,46,54,20,3,-12,0,0,0
60,52,21,62,1.1,33,70,31,2,-9,0,0,0
70,60,21,57,1,27,90,40,2,-4,-45,0,0
72,70,20,57,1,22,94,46,3,-5,270,1,0
81,72,21,53,1,21,112,51,-1,-1,-225,0,0
87,81,20,52,0.9,18,123,56,0,0,0,0,0
83,87,19,49,0.9,18,116,53,0,-3,0,0,0
81,83,17,48,0.8,15,111,50,-2,5,-45,-1,0
76,81,16,47,0.8,12,101,44,-5,20,270,0,0
74,76,14,46,0.7,9,97,42,-2,6,0,0,0
69,74,14,46,0.7,8,88,37,-1,2,0,0,0
67,69,14,45,0.7,6,83,38,-1,5,0,0,0
65,67,15,40,0.8,7,80,36,-2,9,0,0,0
78,65,22,55,1,22,105,50,-1,7,0,0,0
75,78,23,60,0.8,39,100,43,-1,3,-270,-1,0
69,75,19,52,0.7,60,88,38,0,4,315,1,0
63,69,16,31,0.5,81,75,36,-1,2,-315,-1,0
53,63,12,21,0.4,97,55,22,0,3,0,0,0
44,53,11,21,0.4,103,44,17,0,2,315,1,0
46,44,11,23,0.4,103,46,16,1,-3,-190,0,0
53,46,11,26,0.5,102,55,21,3,-18,0,0,0
54,53,15,52,0.7,69,58,22,4,-16,55,0,0
65,54,26,69,1.3,34,79,31,2,-12,-135,0,0
83,65,27,67,1.1,29,116,49,3,-8,-45,0,0
86,83,22,62,1,27,121,57,2,-4,315,1,0
85,86,31,60,1.2,22,119,52,1,-5,-315,-1,0
97,85,28,60,1.1,17,144,66,1,1,270,1,0
97,97,24,57,1.1,15,143,65,1,-2,45,0,0
96,97,21,54,0.9,13,141,65,-2,1,-315,-1,0
91,96,18,55,0.9,10,131,62,-4,23,270,0,0
85,91,17,56,0.8,8,119,59,-3,10,45,0,0
80,85,16,52,0.7,9,110,53,-1,4,-45,0,0
76,80,14,50,0.7,8,102,50,-1,3,0,0,0
71,76,13,45,0.7,12,92,46,-1,3,0,0,0
64,71,12,40,0.7,17,77,42,-1,3,-45,0,0
63,64,13,43,0.8,12,76,39,-1,5,45,0,0
66,63,17,46,0.9,15,81,40,-1,3,45,0,0
71,66,20,50,0.9,34,91,44,0,3,0,0,0
70,71,19,42,0.7,60,89,46,-1,4,-315,0,0
64,70,17,33,0.6,83,78,37,0,2,125,0,0
58,64,14,22,0.5,103,66,29,-1,1,0,0,0
51,58,13,19,0.5,109,52,24,0,1,-125,0,0
48,51,12,18,0.4,112,48,22,0,1,180,0,0
46,48,11,15,0.4,113,46,19,0,-1,-55,0,0
41,46,11,18,0.4,107,41,16,4,-18,0,0,0
43,41,14,38,0.6,79,43,17,3,-12,-35,0,0
54,43,20,55,0.9,46,57,26,2,-10,-45,0,0
65,54,19,54,0.8,42,80,37,3,-11,0,0,0
69,65,19,54,0.8,41,87,44,2,-7,-45,0,0
73,69,19,57,0.8,35,96,53,1,-4,125,1,0
75,73,20,61,0.9,26,99,54,1,-2,-35,-1,0
83,75,19,58,0.9,22,116,59,0,2,-45,0,0
85,83,19,57,0.9,17,119,60,0,0,45,0,0
91,85,17,56,0.9,13,132,63,-3,13,-45,0,0
87,91,16,56,0.8,8,123,61,-4,14,180,0,0
82,87,15,50,0.8,10,114,58,-1,6,45,0,0
76,82,14,49,0.8,9,102,54,-2,5,-45,0,0
77,76,13,48,0.8,8,103,52,0,4,0,0,0
75,77,13,47,0.7,9,99,51,-1,5,45,0,0
68,75,13,43,0.8,14,86,48,-1,5,45,0,0
67,68,16,41,0.8,23,83,45,-1,3,-45,0,0
68,67,16,38,0.7,53,86,43,0,2,0,0,0
61,68,13,23,0.5,89,71,31,0,1,-145,0,0
54,61,12,19,0.5,100,58,25,-1,3,0,0,0
53,54,15,20,0.5,105,55,24,0,2,0,0,0
52,53,15,20,0.5,111,53,24,-1,0,0,0,0
54,52,13,19,0.5,117,57,22,0,0,-35,0,0
52,54,11,17,0.4,120,53,21,1,-3,35,0,0
51,52,11,17,0.4,116,51,18,3,-16,0,0,0
48,51,12,30,0.5,93,48,16,2,-15,-80,1,0
53,48,14,46,0.6,63,55,19,3,-9,0,0,0
61,53,17,43,0.7,62,72,32,2,-6,-45,-1,0
62,61,17,42,0.6,61,74,36,2,-6,90,0,0
61,62,16,42,0.6,58,72,33,2,-3,-90,0,0
61,61,15,45,0.6,51,71,33,0,-5,45,0,0
64,61,13,37,0.6,59,77,35,1,1,45,1,0
60,64,12,30,0.5,64,70,30,-1,-9,-45,0,0
56,60,12,26,0.5,69,61,30,-2,9,0,0,0
55,56,11,23,0.5,73,59,31,-4,13,-45,-1,0
54,55,10,20,0.5,73,57,30,-1,0,0,0,0
51,54,9,18,0.5,74,52,29,-2,8,125,0,0
49,51,9,16,0.5,77,49,26,-1,6,55,0,0
47,49,8,17,0.5,72,47,29,-1,5,-180,0,0
48,47,9,26,0.6,57,48,27,-1,5,45,0,0
51,48,12,29,0.6,61,52,29,-1,6,-45,0,0
55,51,13,22,0.6,93,59,30,0,2,90,0,0
55,55,12,17,0.5,107,60,29,-1,1,35,0,0
53,55,13,20,0.5,111,56,27,0,4,-35,0,0
56,53,14,23,0.5,113,62,30,-1,3,0,0,0
57,56,13,20,0.5,116,64,27,0,2,0,0,0
55,57,11,20,0.5,119,59,23,-1,3,35,0,0
54,55,11,23,0.5,122,57,21,1,0,55,0,0
56,54,12,24,0.5,126,62,23,4,-18,-55,0,0
58,56,13,41,0.6,97,66,26,2,-10,-80,1,0
63,58,23,71,1,47,75,31,2,-7,45,0,0
84,63,26,71,1.2,35,118,51,2,-3,35,-1,0
89,84,24,74,1.1,24,128,60,1,-9,-80,0,0
91,89,25,71,1,19,132,60,3,-5,225,1,0
90,91,23,66,1,18,129,62,0,-7,-180,-1,0
89,90,22,63,1,15,127,59,2,1,225,1,0
91,89,20,60,0.9,14,132,60,-1,4,0,-1,0
87,91,19,56,0.9,13,124,58,-5,17,0,0,0
88,87,18,55,0.8,11,126,59,-3,11,-45,0,0
81,88,16,54,0.8,7,111,53,-1,5,0,0,0
78,81,15,51,0.8,6,106,51,-1,4,0,0,0
76,78,14,48,0.8,5,102,51,-1,4,0,0,0
96,76,20,52,1,4,142,63,-1,3,-45,0,0
74,96,15,44,0.9,6,98,52,-1,4,45,0,0
77,74,20,44,1,10,104,56,0,2,-270,-1,0
80,77,23,57,0.9,22,110,56,-1,3,125,1,0
84,80,22,49,0.7,52,118,55,0,3,55,0,0
73,84,15,24,0.5,95,95,46,-1,2,-180,0,0
60,73,13,15,0.5,114,69,29,0,1,315,0,0
56,60,12,14,0.5,116,62,25,-1,1,-315,0,0
53,56,12,15,0.5,106,56,21,0,0,125,0,0
53,53,14,17,0.5,107,56,21,1,-1,0,0,0
58,53,13,20,0.5,99,66,25,4,-17,0,0,0
60,58,14,26,0.6,88,69,27,3,-12,-35,0,0
62,60,16,34,0.6,72,73,30,4,-12,90,1,0
66,62,17,34,0.6,62,82,37,1,-12,135,1,0
64,66,16,30,0.6,61,77,36,2,0,0,0,0
57,64,14,29,0.5,57,63,29,0,-2,0,0,0
54,57,13,25,0.5,59,58,26,3,-2,-315,-1,0
51,54,13,19,0.5,64,51,23,0,0,315,-1,0
46,51,11,16,0.5,67,46,24,-2,5,-135,1,0
45,46,11,18,0.5,61,45,22,-2,4,0,0,0
44,45,11,16,0.5,59,44,21,-2,6,135,0,0
39,44,10,14,0.5,58,39,20,0,5,0,0,0
37,39,9,13,0.5,53,37,20,-1,9,0,0,0
31,37,8,12,0.5,50,31,19,0,4,0,0,0
31,31,8,14,0.5,46,31,20,-1,2,0,0,0
31,31,8,20,0.6,37,31,18,0,3,0,0,0
36,31,8,21,0.6,34,36,20,0,3,0,0,0
40,36,9,22,0.6,33,40,21,0,4,0,1,0
42,40,10,19,0.6,37,42,23,0,2,0,-1,0
40,42,10,15,0.5,47,40,19,0,4,0,0,0
41,40,11,11,0.5,56,41,19,0,3,0,0,0
44,41,9,10,0.5,62,44,16,0,0,0,0,0
42,44,9,10,0.5,63,42,17,0,0,0,1,0
50,42,9,10,0.5,59,50,14,0,1,0,-1,0
42,50,8,12,0.5,54,42,11,1,-1,0,0,0
38,42,8,15,0.5,47,38,11,1,-2,-315,0,0
36,38,8,17,0.5,41,36,13,1,-7,315,0,0
35,36,8,17,0.5,38,35,15,3,-6,-315,0,0
34,35,8,14,0.5,41,34,13,0,-7,315,1,0
28,34,8,13,0.5,42,28,12,1,-8,-135,0,0
26,28,7,12,0.5,41,26,9,0,1,0,0,0
23,26,7,10,0.5,42,23,10,1,0,0,0,0
20,23,7,8,0.5,43,20,8,-2,6,0,0,0
18,20,7,8,0.5,42,18,6,-2,6,0,0,0
16,18,7,6,0.5,41,16,5,0,3,135,-1,0
13,16,7,6,0.5,41,11,4,-1,3,0,0,0
13,13,7,6,0.5,41,13,4,0,3,0,1,0
13,13,7,5,0.5,41,12,3,0,0,0,0,0
13,13,7,7,0.5,40,12,4,0,1,0,0,0
12,13,7,11,0.5,36,12,4,0,1,0,-1,0
16,12,8,12,0.5,37,16,4,0,0,0,0,0
22,16,8,14,0.5,36,22,6,0,1,-135,0,0
24,22,8,13,0.6,38,24,5,0,0,135,0,0
27,24,8,11,0.6,44,27,8,0,0,-135,0,0
26,27,9,8,0.5,53,26,8,0,0,135,1,0
33,26,8,8,0.5,58,33,8,0,0,-135,0,0
39,33,9,10,0.5,58,39,6,0,-2,0,0,0
38,39,9,10,0.6,60,38,8,0,0,135,0,0
42,38,8,11,0.6,59,42,9,0,-1,-135,0,0
38,42,8,16,0.6,54,38,8,0,0,0,0,0
38,38,8,17,0.7,50,38,9,1,-2,135,0,0
35,38,8,15,0.6,49,35,9,1,-6,-135,0,0
31,35,8,12,0.6,51,31,9,2,-8,135,1,0
26,31,8,11,0.6,52,26,10,0,-5,-135,-1,0
24,26,8,10,0.6,53,24,8,0,-1,0,0,0
28,24,8,8,0.6,54,28,8,0,2,0,1,0
24,28,7,7,0.5,53,24,14,-1,3,0,-1,0
24,24,7,6,0.5,52,24,8,-1,6,0,0,0
22,24,8,6,0.5,50,22,8,0,4,0,0,0
19,22,7,7,0.5,48,19,7,0,1,135,0,0
19,19,8,6,0.5,47,19,7,-1,0,0,0,0
17,19,8,7,0.5,45,17,8,0,1,-135,0,0
19,17,11,15,0.5,32,19,6,0,0,0,0,0
17,19,9,16,0.6,34,17,7,0,1,0,-1,0
22,17,10,16,0.6,34,22,7,-1,1,0,0,0
28,22,11,14,0.6,39,28,8,0,1,0,0,0
29,28,12,13,0.6,46,29,8,-1,1,0,1,0
34,29,9,10,0.5,60,34,11,0,1,0,0,0
33,34,9,8,0.5,73,33,10,0,1,0,-1,0
31,33,8,10,0.4,80,31,10,-1,0,135,0,0
28,31,8,10,0.5,87,28,10,0,0,-190,-1,0
32,28,8,12,0.5,91,32,10,0,0,190,0,0
35,32,9,16,0.5,84,35,11,2,-9,-135,1,0
40,35,10,25,0.6,66,40,13,1,-6,135,0,0
50,40,11,36,0.6,44,50,14,2,-8,-135,0,0
53,50,12,36,0.6,34,55,18,1,-13,-180,0,0
52,53,11,32,0.6,36,53,20,1,-6,315,1,0
47,52,12,28,0.6,40,47,19,1,-2,-135,0,0
46,47,11,27,0.6,39,46,15,1,-2,135,0,0
44,46,9,23,0.6,39,44,16,0,0,-135,-1,0
38,44,9,19,0.6,40,38,15,-1,5,-55,0,0
36,38,8,16,0.5,41,36,14,0,3,-125,0,0
32,36,7,17,0.5,36,32,14,-3,7,315,-1,0
30,32,8,17,0.5,34,30,13,-2,9,0,1,0
34,30,10,19,0.7,37,34,19,0,0,0,0,0
57,34,14,21,1.1,49,64,38,-1,8,0,0,0
98,57,16,21,1.2,55,103,73,0,2,0,0,0
117,98,15,22,1.2,59,114,88,-1,6,0,0,0
115,117,13,24,0.9,63,114,87,0,4,0,0,0
102,115,14,25,0.9,68,107,76,0,2,0,0,0
95,102,14,23,0.8,77,107,71,0,0,-45,-1,0
89,95,13,20,0.8,91,99,66,0,1,-90,0,0
99,89,12,20,0.7,103,107,74,-2,-8,45,1,0
74,99,12,19,0.7,118,89,54,-1,1,-225,0,0
72,74,12,18,0.7,133,87,52,0,2,0,0,0
68,72,12,17,0.7,142,83,49,0,-1,0,0,0
67,68,12,19,0.7,135,82,48,1,-4,45,0,0
66,67,11,32,0.7,102,81,47,1,-4,45,0,0
65,66,13,48,0.9,68,79,43,2,-5,35,-1,0
82,65,11,35,0.9,74,103,60,1,-5,-35,1,0
87,82,11,35,0.9,68,100,64,1,-5,-90,-1,0
95,87,10,37,0.9,59,105,71,0,-3,125,1,0
98,95,10,35,0.9,55,106,73,3,1,-125,-1,0
95,98,10,32,0.9,53,103,71,-2,-8,180,1,0
95,95,10,30,0.8,49,104,71,4,1,-180,-1,0
90,95,9,26,0.7,46,99,67,-5,7,0,0,0
79,90,8,23,0.7,42,89,58,-2,12,45,1,0
70,79,8,23,0.7,37,78,51,-1,4,0,0,0
68,70,7,23,0.7,31,71,49,-1,4,45,-1,0
62,68,7,24,0.7,25,68,44,-1,2,-45,0,0
95,62,10,32,0.9,53,103,71,0,7,45,0,0
95,95,10,30,0.8,49,104,71,0,4,0,1,0
90,95,9,26,0.7,46,99,67,0,2,-45,0,0
70,90,8,23,0.7,37,78,51,-1,2,0,0,0
68,70,7,23,0.7,31,71,49,0,1,0,0,0
60,68,7,28,0.7,17,64,43,0,0,0,-1,0
56,60,9,26,0.8,20,61,36,1,-8,45,1,0
56,56,10,25,0.7,31,62,33,0,10,35,-1,0
56,56,9,15,0.5,56,62,30,6,-18,-125,1,0
52,56,8,11,0.4,69,54,16,3,-19,0,0,0
47,52,7,9,0.5,76,47,14,2,-7,0,1,0
37,47,8,9,0.5,80,37,12,2,-3,0,-1,0
37,37,7,10,0.5,81,37,9,-1,-4,0,0,0
39,37,8,11,0.5,80,39,10,-3,1,315,0,0
42,39,8,14,0.5,78,42,11,-1,0,-135,1,0
47,42,8,18,0.5,69,47,13,-1,5,0,0,0
45,47,8,22,0.6,58,45,13,-2,8,0,-1,0
46,45,8,23,0.6,53,46,16,0,5,0,0,0
43,46,8,22,0.6,53,43,18,-1,9,0,0,0
43,43,7,17,0.6,58,43,20,0,2,-180,0,0
42,43,7,15,0.6,60,42,19,-4,6,45,0,0
43,42,7,13,0.6,63,43,22,0,1,0,0,0
42,43,7,13,0.6,62,42,22,0,2,0,0,0
43,42,7,12,0.6,60,43,23,-1,2,45,-1,0
40,43,7,11,0.6,59,40,23,0,1,-45,0,0
39,40,7,10,0.6,57,39,22,0,1,0,0,0
39,39,7,10,0.6,52,39,23,-1,2,45,0,0
41,39,7,11,0.6,41,41,23,0,0,-45,1,0
42,41,7,14,0.7,27,42,28,-1,0,0,0,0
49,42,7,17,0.8,14,49,32,0,0,0,0,0
54,49,8,17,0.8,10,57,36,0,-1,45,0,0
57,54,10,16,0.9,12,64,39,1,0,-90,0,0
60,57,12,17,1,17,70,39,4,-7,0,-1,0
65,60,14,19,0.9,25,79,38,-1,-7,90,1,0
64,65,13,20,0.8,37,78,39,0,-3,-90,0,0
64,64,11,20,0.8,51,77,40,0,-1,0,0,0
64,64,10,19,0.8,57,78,43,1,2,0,0,0
64,64,9,18,0.8,58,77,45,-2,2,45,1,0
68,64,8,16,0.8,54,86,44,-1,5,0,0,0
60,68,7,17,0.8,45,69,38,1,4,-45,-1,0
57,60,7,17,0.8,32,63,37,-1,2,0,0,0
54,57,7,18,0.8,22,57,37,-2,4,45,1,0
52,54,7,17,0.8,18,54,35,-1,0,0,-1,0
48,52,7,16,0.7,15,48,31,2,0,-45,-1,0
36,48,7,15,0.7,15,36,22,-2,3,45,1,0
29,36,7,13,0.7,16,29,16,1,2,-45,-1,0
25,29,6,11,0.8,17,25,13,-1,-1,0,0,0
18,25,6,10,0.8,18,18,8,0,2,0,1,0
16,18,5,10,0.8,19,16,6,0,2,0,-1,0
12,16,5,8,0.7,22,12,5,-2,1,45,1,0.1
10,12,5,7,0.8,24,10,3,1,0,-45,-1,0
10,10,5,7,0.8,24,10,4,-1,0,0,0,0
11,10,5,10,0.8,25,11,5,0,-1,0,1,0.1
11,11,6,11,0.8,26,11,4,0,0,0,0,0
14,11,6,13,0.8,28,14,4,-1,-3,0,-1,-0.2
21,14,6,13,0.8,30,21,7,-1,-6,45,1,0
21,21,6,12,0.8,31,21,9,0,-1,0,0,0
