aqi	so2	no2	co	o3	pm10	pm2_5	pubtime
50	8	20	0.8	47	43	35	2021/1/30 1:00
43	8	15	0.8	52	37	30	2021/1/30 2:00
36	8	14	0.8	53	31	25	2021/1/30 3:00
33	8	13	0.8	53	27	23	2021/1/30 4:00
29	8	13	0.8	50	24	20	2021/1/30 5:00
29	9	15	0.8	44	26	20	2021/1/30 6:00
38	9	18	0.9	37	33	26	2021/1/30 7:00
48	9	21	0.9	34	39	33	2021/1/30 8:00
46	11	22	0.9	32	38	32	2021/1/30 9:00
45	13	26	0.9	29	41	31	2021/1/30 10:00
55	17	29	0.9	29	51	39	2021/1/30 11:00
63	20	29	0.9	34	59	45	2021/1/30 12:00
63	20	30	0.9	34	63	45	2021/1/30 13:00
63	21	27	0.9	39	62	45	2021/1/30 14:00
69	19	24	0.9	43	66	50	2021/1/30 15:00
74	17	21	0.8	52	72	54	2021/1/30 16:00
80	16	22	0.8	53	74	59	2021/1/30 17:00
83	18	27	0.8	46	77	61	2021/1/30 18:00
85	17	29	0.8	42	83	63	2021/1/30 19:00
83	16	29	0.8	40	89	61	2021/1/30 20:00
79	14	27	0.8	39	87	58	2021/1/30 21:00
77	13	29	0.8	33	80	56	2021/1/30 22:00
69	14	30	0.9	28	65	50	2021/1/30 23:00
67	13	28	0.9	28	60	48	2021/1/31 0:00
59	12	24	0.9	29	51	42	2021/1/31 1:00
52	10	21	0.8	28	38	36	2021/1/31 2:00
45	10	19	0.8	27	36	31	2021/1/31 3:00
43	9	17	0.8	29	36	30	2021/1/31 4:00
38	8	15	0.8	31	31	26	2021/1/31 5:00
33	8	16	0.8	30	27	23	2021/1/31 6:00
30	8	16	0.8	28	27	21	2021/1/31 7:00
28	8	19	0.8	30	24	19	2021/1/31 8:00
22	8	21	0.7	36	21	15	2021/1/31 9:00
20	10	24	0.7	35	20	14	2021/1/31 10:00
23	13	29	0.8	31	22	16	2021/1/31 11:00
32	14	29	0.8	30	32	21	2021/1/31 12:00
36	14	29	0.8	31	36	22	2021/1/31 13:00
38	14	30	0.9	28	37	26	2021/1/31 14:00
39	15	32	0.9	26	36	27	2021/1/31 15:00
40	15	33	1	24	35	28	2021/1/31 16:00
36	16	35	1	22	34	25	2021/1/31 17:00
36	15	35	0.9	21	36	25	2021/1/31 18:00
35	14	37	0.9	17	33	24	2021/1/31 19:00
36	15	36	0.9	15	35	25	2021/1/31 20:00
39	13	33	0.9	16	36	27	2021/1/31 21:00
32	13	31	0.9	16	28	22	2021/1/31 22:00
29	12	31	0.9	15	27	20	2021/1/31 23:00
28	11	25	0.9	20	25	19	2021/2/1 0:00
22	10	21	0.9	21	20	15	2021/2/1 1:00
22	9	19	0.9	19	21	15	2021/2/1 2:00
28	9	18	0.9	21	23	19	2021/2/1 3:00
28	9	18	0.9	24	24	19	2021/2/1 4:00
28	9	17	0.9	24	25	19	2021/2/1 5:00
29	10	18	0.9	21	25	20	2021/2/1 6:00
30	11	21	0.9	17	27	21	2021/2/1 7:00
33	11	24	0.9	14	30	23	2021/2/1 8:00
33	13	26	1	13	32	23	2021/2/1 9:00
39	16	29	1	16	36	27	2021/2/1 10:00
46	22	29	1.1	21	45	32	2021/2/1 11:00
52	25	29	1.1	26	50	36	2021/2/1 12:00
53	24	26	1	35	51	37	2021/2/1 13:00
52	21	21	1	49	50	36	2021/2/1 14:00
50	19	21	1	53	50	32	2021/2/1 15:00
51	18	24	0.9	55	51	33	2021/2/1 16:00
52	18	26	0.9	53	53	34	2021/2/1 17:00
53	17	25	0.9	47	55	37	2021/2/1 18:00
57	16	25	0.9	41	57	40	2021/2/1 19:00
55	16	24	0.9	37	55	39	2021/2/1 20:00
58	17	24	0.9	32	57	41	2021/2/1 21:00
63	16	24	0.9	30	64	45	2021/2/1 22:00
67	15	22	0.9	30	67	48	2021/2/1 23:00
73	14	17	0.8	33	73	53	2021/2/2 0:00
74	12	15	0.8	34	71	54	2021/2/2 1:00
70	10	15	0.8	33	66	51	2021/2/2 2:00
64	9	14	0.8	31	58	46	2021/2/2 3:00
55	8	14	0.8	33	48	39	2021/2/2 4:00
49	8	11	0.7	41	42	34	2021/2/2 5:00
40	8	10	0.7	46	37	28	2021/2/2 6:00
33	8	11	0.7	47	32	23	2021/2/2 7:00
31	8	16	0.7	45	31	21	2021/2/2 8:00
29	8	19	0.8	44	29	20	2021/2/2 9:00
29	9	21	0.8	44	29	20	2021/2/2 10:00
30	10	22	0.8	42	30	21	2021/2/2 11:00
34	11	23	0.8	40	34	23	2021/2/2 12:00
39	12	24	0.8	41	38	27	2021/2/2 13:00
45	13	23	0.8	39	44	31	2021/2/2 14:00
48	13	26	0.9	37	47	33	2021/2/2 15:00
53	12	25	0.8	39	56	36	2021/2/2 16:00
51	11	26	0.8	38	51	34	2021/2/2 17:00
51	11	27	0.8	36	52	33	2021/2/2 18:00
48	12	26	0.8	34	48	32	2021/2/2 19:00
45	10	21	0.8	36	41	31	2021/2/2 20:00
43	10	20	0.8	37	40	30	2021/2/2 21:00
50	10	18	0.8	37	50	31	2021/2/2 22:00
42	10	16	0.8	39	40	29	2021/2/2 23:00
35	10	13	0.7	39	34	24	2021/2/3 0:00
32	9	13	0.7	38	31	22	2021/2/3 1:00
27	9	12	0.7	35	27	18	2021/2/3 2:00
28	8	13	0.7	34	25	19	2021/2/3 3:00
19	8	12	0.7	33	17	13	2021/2/3 4:00
16	8	12	0.7	33	16	11	2021/2/3 5:00
18	8	12	0.7	32	16	12	2021/2/3 6:00
18	8	14	0.7	30	18	10	2021/2/3 7:00
17	9	19	0.7	24	17	11	2021/2/3 8:00
18	10	24	0.8	20	18	11	2021/2/3 9:00
19	13	26	0.8	19	17	13	2021/2/3 10:00
22	17	28	0.9	20	22	14	2021/2/3 11:00
31	19	31	1	19	31	21	2021/2/3 12:00
40	19	30	1	20	40	26	2021/2/3 13:00
49	21	30	1	20	49	33	2021/2/3 14:00
51	20	32	1	24	51	30	2021/2/3 15:00
53	18	32	0.9	25	55	33	2021/2/3 16:00
54	18	33	0.9	22	58	36	2021/2/3 17:00
58	21	39	1	14	66	39	2021/2/3 18:00
60	23	39	1	9	70	39	2021/2/3 19:00
59	20	32	0.9	10	67	36	2021/2/3 20:00
55	15	24	0.8	11	60	37	2021/2/3 21:00
45	14	24	0.8	10	45	30	2021/2/3 22:00
43	13	25	0.8	9	42	30	2021/2/3 23:00
43	11	22	0.8	9	41	30	2021/2/4 0:00
36	11	21	0.8	10	34	25	2021/2/4 1:00
33	10	20	0.8	10	29	23	2021/2/4 2:00
26	9	21	0.8	9	25	18	2021/2/4 3:00
22	9	18	0.8	11	22	15	2021/2/4 4:00
20	9	17	0.8	11	20	14	2021/2/4 5:00
21	9	17	0.8	9	21	13	2021/2/4 6:00
23	9	17	0.9	8	23	15	2021/2/4 7:00
24	9	19	0.9	6	24	16	2021/2/4 8:00
29	10	20	0.9	6	29	18	2021/2/4 9:00
34	11	21	1	6	34	21	2021/2/4 10:00
41	14	22	1.1	7	41	26	2021/2/4 11:00
53	20	26	1.2	9	54	37	2021/2/4 12:00
67	25	32	1.2	10	73	48	2021/2/4 13:00
73	26	37	1.1	17	84	53	2021/2/4 14:00
70	23	28	0.9	30	78	51	2021/2/4 15:00
59	17	18	0.6	51	67	41	2021/2/4 16:00
51	15	18	0.6	57	52	31	2021/2/4 17:00
50	15	23	0.6	52	50	31	2021/2/4 18:00
49	16	28	0.7	48	49	33	2021/2/4 19:00
51	20	36	0.8	34	52	34	2021/2/4 20:00
56	32	37	1.2	29	62	36	2021/2/4 21:00
72	40	36	1.3	27	85	52	2021/2/4 22:00
69	39	35	1.4	21	82	50	2021/2/4 23:00
73	28	28	1.1	14	88	53	2021/2/5 0:00
58	13	21	0.8	12	60	41	2021/2/5 1:00
32	10	17	0.8	16	32	22	2021/2/5 2:00
21	10	14	0.8	24	21	13	2021/2/5 3:00
15	9	11	0.8	35	15	10	2021/2/5 4:00
17	9	10	0.8	42	17	8	2021/2/5 5:00
18	9	11	0.9	44	18	9	2021/2/5 6:00
19	9	12	0.9	46	19	12	2021/2/5 7:00
25	9	15	0.9	49	24	17	2021/2/5 8:00
35	9	20	1	45	32	24	2021/2/5 9:00
48	11	22	1	44	44	33	2021/2/5 10:00
55	13	22	1	44	50	39	2021/2/5 11:00
59	14	18	0.9	46	55	42	2021/2/5 12:00
60	14	18	0.9	47	57	43	2021/2/5 13:00
60	15	17	0.9	52	55	43	2021/2/5 14:00
54	17	19	0.8	60	53	38	2021/2/5 15:00
54	16	22	0.8	66	53	38	2021/2/5 16:00
59	15	22	0.9	63	57	42	2021/2/5 17:00
62	14	22	0.9	63	60	44	2021/2/5 18:00
63	16	22	0.9	59	60	45	2021/2/5 19:00
67	16	21	0.9	55	63	48	2021/2/5 20:00
73	15	19	0.8	52	68	53	2021/2/5 21:00
77	16	17	0.8	58	74	56	2021/2/5 22:00
75	15	18	0.8	55	70	55	2021/2/5 23:00
77	13	14	0.8	60	71	56	2021/2/6 0:00
77	11	13	0.8	62	68	56	2021/2/6 1:00
74	10	13	0.8	59	70	54	2021/2/6 2:00
74	9	13	0.8	54	75	54	2021/2/6 3:00
72	8	12	0.8	51	66	52	2021/2/6 4:00
64	8	12	0.8	47	57	46	2021/2/6 5:00
57	8	12	0.8	43	49	40	2021/2/6 6:00
54	8	14	0.8	40	45	38	2021/2/6 7:00
46	8	17	0.8	35	42	32	2021/2/6 8:00
46	9	20	0.9	28	40	32	2021/2/6 9:00
48	11	25	1	23	43	33	2021/2/6 10:00
50	12	28	1	19	45	35	2021/2/6 11:00
59	17	29	1.1	17	55	42	2021/2/6 12:00
69	20	28	1	21	64	50	2021/2/6 13:00
73	18	24	0.8	39	71	53	2021/2/6 14:00
60	15	17	0.7	58	60	43	2021/2/6 15:00
52	14	14	0.7	69	52	36	2021/2/6 16:00
52	14	15	0.7	72	54	36	2021/2/6 17:00
54	15	19	0.7	69	57	36	2021/2/6 18:00
56	16	27	0.7	55	61	37	2021/2/6 19:00
55	22	37	1	40	60	37	2021/2/6 20:00
60	33	39	1.3	34	65	43	2021/2/6 21:00
72	34	38	1.6	27	78	52	2021/2/6 22:00
79	34	36	1.6	19	98	58	2021/2/6 23:00
79	38	32	1.7	16	101	58	2021/2/7 0:00
84	30	30	1.5	15	97	62	2021/2/7 1:00
77	28	30	1.4	14	92	56	2021/2/7 2:00
74	26	27	1.2	13	82	54	2021/2/7 3:00
67	21	24	1	15	74	48	2021/2/7 4:00
64	19	20	1	14	63	46	2021/2/7 5:00
68	13	18	0.8	15	67	49	2021/2/7 6:00
79	11	16	1	13	76	58	2021/2/7 7:00
100	10	17	1	12	88	75	2021/2/7 8:00
87	10	18	1	15	78	64	2021/2/7 9:00
55	10	19	1	20	56	39	2021/2/7 10:00
49	11	20	1	25	49	31	2021/2/7 11:00
43	13	21	0.9	29	43	26	2021/2/7 12:00
40	14	21	0.9	36	40	25	2021/2/7 13:00
41	13	20	0.9	41	41	23	2021/2/7 14:00
43	14	21	0.8	48	43	23	2021/2/7 15:00
51	13	23	0.8	45	52	33	2021/2/7 16:00
55	13	26	0.9	43	60	39	2021/2/7 17:00
63	14	29	0.9	38	66	45	2021/2/7 18:00
69	14	33	1	27	67	50	2021/2/7 19:00
70	15	34	1	21	64	51	2021/2/7 20:00
72	15	32	1.1	19	66	52	2021/2/7 21:00
74	15	34	1.1	16	66	54	2021/2/7 22:00
73	14	33	1.1	16	63	53	2021/2/7 23:00
70	12	26	1	26	62	51	2021/2/8 0:00
74	11	17	0.9	46	59	54	2021/2/8 1:00
77	11	16	0.8	53	63	56	2021/2/8 2:00
78	10	16	0.8	52	67	57	2021/2/8 3:00
77	11	15	0.8	50	66	56	2021/2/8 4:00
74	10	14	0.9	51	67	54	2021/2/8 5:00
74	10	15	0.9	47	66	54	2021/2/8 6:00
75	10	18	0.9	44	66	55	2021/2/8 7:00
78	10	25	0.9	36	67	57	2021/2/8 8:00
75	11	29	1	33	65	55	2021/2/8 9:00
78	13	34	1	29	68	57	2021/2/8 10:00
83	15	35	1	31	72	61	2021/2/8 11:00
92	14	36	1.1	36	76	68	2021/2/8 12:00
93	20	34	1.1	35	81	69	2021/2/8 13:00
93	20	27	1	48	83	69	2021/2/8 14:00
89	18	24	0.9	54	76	66	2021/2/8 15:00
89	17	23	0.9	58	80	66	2021/2/8 16:00
90	17	26	0.9	55	81	67	2021/2/8 17:00
103	18	29	1	45	90	77	2021/2/8 18:00
94	16	27	0.9	38	91	70	2021/2/8 19:00
90	15	24	0.9	32	83	67	2021/2/8 20:00
80	15	19	0.9	31	73	59	2021/2/8 21:00
64	13	17	0.8	26	57	46	2021/2/8 22:00
40	12	17	0.8	22	34	28	2021/2/8 23:00
23	12	13	0.8	25	22	16	2021/2/9 0:00
15	10	11	0.7	30	15	10	2021/2/9 1:00
14	9	9	0.7	32	14	9	2021/2/9 2:00
15	9	9	0.6	33	15	10	2021/2/9 3:00
15	8	8	0.6	38	15	10	2021/2/9 4:00
14	7	7	0.5	41	14	9	2021/2/9 5:00
13	7	7	0.5	41	11	7	2021/2/9 6:00
13	7	8	0.5	40	11	7	2021/2/9 7:00
13	7	12	0.5	39	10	6	2021/2/9 8:00
12	8	17	0.6	36	10	6	2021/2/9 9:00
13	10	19	0.6	38	13	6	2021/2/9 10:00
15	11	20	0.6	40	15	9	2021/2/9 11:00
15	12	18	0.6	45	15	10	2021/2/9 12:00
16	11	18	0.6	49	16	10	2021/2/9 13:00
16	13	18	0.7	50	15	10	2021/2/9 14:00
16	12	17	0.6	51	16	10	2021/2/9 15:00
16	12	16	0.6	51	14	9	2021/2/9 16:00
16	12	17	0.6	50	16	10	2021/2/9 17:00
15	12	19	0.6	47	13	9	2021/2/9 18:00
19	12	18	0.6	47	15	13	2021/2/9 19:00
16	12	16	0.6	48	15	11	2021/2/9 20:00
18	14	17	0.6	45	14	12	2021/2/9 21:00
19	13	17	0.7	42	18	13	2021/2/9 22:00
20	12	13	0.6	46	20	12	2021/2/9 23:00
19	10	11	0.6	50	18	13	2021/2/10 0:00
17	10	9	0.6	52	16	11	2021/2/10 1:00
17	9	8	0.6	52	16	10	2021/2/10 2:00
16	9	8	0.6	51	16	10	2021/2/10 3:00
16	9	8	0.6	48	16	11	2021/2/10 4:00
16	9	8	0.6	47	16	10	2021/2/10 5:00
15	9	8	0.6	44	15	10	2021/2/10 6:00
18	9	11	0.7	37	18	10	2021/2/10 7:00
18	10	17	0.7	27	17	12	2021/2/10 8:00
23	12	21	0.8	24	20	16	2021/2/10 9:00
22	15	17	0.8	32	21	15	2021/2/10 10:00
22	14	17	0.7	40	21	15	2021/2/10 11:00
19	14	18	0.7	40	19	13	2021/2/10 12:00
19	16	16	0.7	44	19	13	2021/2/10 13:00
22	14	14	0.7	46	22	14	2021/2/10 14:00
27	14	15	0.7	46	27	18	2021/2/10 15:00
33	15	15	0.7	55	32	23	2021/2/10 16:00
29	15	15	0.7	58	27	20	2021/2/10 17:00
25	16	18	0.7	52	25	17	2021/2/10 18:00
25	18	22	0.7	53	25	16	2021/2/10 19:00
24	14	17	0.7	50	24	14	2021/2/10 20:00
25	16	19	0.7	42	25	14	2021/2/10 21:00
27	17	20	0.7	39	27	17	2021/2/10 22:00
30	16	18	0.7	37	30	19	2021/2/10 23:00
28	16	19	0.7	28	28	19	2021/2/11 0:00
30	19	21	0.8	18	30	19	2021/2/11 1:00
32	15	17	0.8	20	32	22	2021/2/11 2:00
30	11	11	0.7	27	30	20	2021/2/11 3:00
30	10	9	0.6	33	30	21	2021/2/11 4:00
30	10	8	0.6	38	27	21	2021/2/11 5:00
26	10	10	0.6	33	25	18	2021/2/11 6:00
26	11	13	0.6	26	26	18	2021/2/11 7:00
25	10	18	0.6	24	24	17	2021/2/11 8:00
26	13	22	0.7	24	26	17	2021/2/11 9:00
26	17	21	0.7	29	26	18	2021/2/11 10:00
32	21	19	0.7	41	31	22	2021/2/11 11:00
30	16	13	0.6	61	30	21	2021/2/11 12:00
25	13	10	0.5	70	25	17	2021/2/11 13:00
23	13	9	0.5	72	23	16	2021/2/11 14:00
24	13	8	0.5	75	23	16	2021/2/11 15:00
25	14	8	0.5	78	25	16	2021/2/11 16:00
29	17	9	0.5	79	27	20	2021/2/11 17:00
36	21	11	0.6	73	36	25	2021/2/11 18:00
45	23	12	0.6	70	43	31	2021/2/11 19:00
54	21	11	0.5	67	49	38	2021/2/11 20:00
55	20	12	0.5	64	49	39	2021/2/11 21:00
59	18	12	0.5	61	53	42	2021/2/11 22:00
57	18	11	0.5	61	50	40	2021/2/11 23:00
54	18	9	0.5	63	48	38	2021/2/12 0:00
42	26	10	0.5	61	38	29	2021/2/12 1:00
110	23	10	0.5	58	104	83	2021/2/12 2:00
108	18	9	0.5	53	100	81	2021/2/12 3:00
79	16	9	0.5	51	74	58	2021/2/12 4:00
67	16	9	0.5	44	59	48	2021/2/12 5:00
60	17	10	0.6	41	55	43	2021/2/12 6:00
58	15	12	0.6	36	53	41	2021/2/12 7:00
58	16	18	0.6	27	51	41	2021/2/12 8:00
65	19	21	0.6	22	56	47	2021/2/12 9:00
69	36	23	0.7	24	66	50	2021/2/12 10:00
77	37	23	0.7	34	85	56	2021/2/12 11:00
77	36	21	0.7	48	73	56	2021/2/12 12:00
67	27	17	0.6	66	62	48	2021/2/12 13:00
58	25	15	0.6	73	52	41	2021/2/12 14:00
59	25	14	0.6	81	53	42	2021/2/12 15:00
62	24	13	0.7	87	59	44	2021/2/12 16:00
65	23	13	0.7	90	59	47	2021/2/12 17:00
65	23	15	0.7	84	58	47	2021/2/12 18:00
64	28	21	0.7	65	59	46	2021/2/12 19:00
69	36	32	0.9	41	66	50	2021/2/12 20:00
90	42	35	0.9	27	85	67	2021/2/12 21:00
122	36	30	0.8	26	113	92	2021/2/12 22:00
129	25	22	0.7	31	119	98	2021/2/12 23:00
99	24	18	0.7	31	90	74	2021/2/13 0:00
92	20	14	0.7	34	84	68	2021/2/13 1:00
74	16	11	0.7	33	68	54	2021/2/13 2:00
70	14	10	0.7	34	61	51	2021/2/13 3:00
62	14	11	0.6	32	55	44	2021/2/13 4:00
57	14	11	0.7	30	52	40	2021/2/13 5:00
55	17	12	0.7	25	50	39	2021/2/13 6:00
57	18	14	0.7	23	52	40	2021/2/13 7:00
57	16	17	0.7	24	49	40	2021/2/13 8:00
53	18	20	0.7	23	46	37	2021/2/13 9:00
50	22	19	0.7	25	46	35	2021/2/13 10:00
53	20	20	0.7	29	50	37	2021/2/13 11:00
48	17	21	0.7	30	46	33	2021/2/13 12:00
48	17	20	0.7	35	43	33	2021/2/13 13:00
45	17	15	0.6	45	44	31	2021/2/13 14:00
45	19	14	0.6	49	45	31	2021/2/13 15:00
49	17	13	0.6	51	49	32	2021/2/13 16:00
52	15	13	0.6	50	52	36	2021/2/13 17:00
53	14	19	0.6	39	53	37	2021/2/13 18:00
58	13	18	0.7	33	55	41	2021/2/13 19:00
58	12	14	0.7	31	54	41	2021/2/13 20:00
52	13	13	0.6	32	43	36	2021/2/13 21:00
58	14	12	0.6	35	48	41	2021/2/13 22:00
57	15	13	0.7	34	47	40	2021/2/13 23:00
62	15	13	0.7	34	52	44	2021/2/14 0:00
65	15	11	0.7	40	55	47	2021/2/14 1:00
67	13	9	0.7	41	56	48	2021/2/14 2:00
62	13	10	0.7	35	53	44	2021/2/14 3:00
60	13	11	0.7	30	53	43	2021/2/14 4:00
59	13	10	0.7	25	53	42	2021/2/14 5:00
60	13	11	0.7	22	54	43	2021/2/14 6:00
62	13	14	0.8	17	57	44	2021/2/14 7:00
59	13	17	0.8	10	55	42	2021/2/14 8:00
58	17	16	0.9	11	54	41	2021/2/14 9:00
55	22	16	0.8	20	54	39	2021/2/14 10:00
67	26	17	0.8	36	59	48	2021/2/14 11:00
69	24	15	0.7	57	60	50	2021/2/14 12:00
59	20	12	0.7	75	52	42	2021/2/14 13:00
52	15	10	0.6	88	45	36	2021/2/14 14:00
42	13	9	0.6	92	38	29	2021/2/14 15:00
38	12	9	0.6	94	36	26	2021/2/14 16:00
38	12	9	0.6	90	35	26	2021/2/14 17:00
38	12	11	0.6	86	38	25	2021/2/14 18:00
42	13	15	0.6	79	40	29	2021/2/14 19:00
42	15	17	0.6	69	39	29	2021/2/14 20:00
46	15	15	0.6	65	41	32	2021/2/14 21:00
49	16	19	0.6	57	45	34	2021/2/14 22:00
50	16	19	0.6	51	48	35	2021/2/14 23:00
53	17	16	0.6	50	48	37	2021/2/15 0:00
53	16	14	0.6	52	48	37	2021/2/15 1:00
45	14	11	0.6	56	43	31	2021/2/15 2:00
42	12	8	0.6	57	40	29	2021/2/15 3:00
42	11	8	0.6	60	38	29	2021/2/15 4:00
42	10	7	0.6	59	38	29	2021/2/15 5:00
45	12	9	0.6	55	37	31	2021/2/15 6:00
45	14	13	0.7	48	41	31	2021/2/15 7:00
45	16	22	0.7	34	42	31	2021/2/15 8:00
45	17	29	0.7	30	45	31	2021/2/15 9:00
49	15	25	0.8	38	49	34	2021/2/15 10:00
53	16	23	0.7	47	50	37	2021/2/15 11:00
55	16	18	0.7	58	53	39	2021/2/15 12:00
55	14	12	0.6	69	54	39	2021/2/15 13:00
54	11	9	0.6	74	51	38	2021/2/15 14:00
50	11	11	0.7	50	47	35	2021/2/15 15:00
45	11	11	0.7	57	45	31	2021/2/15 16:00
46	10	11	0.6	63	44	32	2021/2/15 17:00
48	10	12	0.6	64	46	33	2021/2/15 18:00
57	9	10	0.6	67	53	40	2021/2/15 19:00
58	10	10	0.6	66	55	41	2021/2/15 20:00
52	10	10	0.6	61	52	36	2021/2/15 21:00
54	10	10	0.6	62	52	38	2021/2/15 22:00
43	10	10	0.6	62	42	30	2021/2/15 23:00
39	11	9	0.6	60	38	27	2021/2/16 0:00
42	11	8	0.6	53	40	29	2021/2/16 1:00
46	9	8	0.6	55	42	32	2021/2/16 2:00
59	7	8	0.6	54	52	42	2021/2/16 3:00
52	8	7	0.6	53	43	36	2021/2/16 4:00
45	8	7	0.6	54	41	31	2021/2/16 5:00
40	8	6	0.6	56	38	28	2021/2/16 6:00
35	7	6	0.6	58	33	24	2021/2/16 7:00
33	7	8	0.5	56	31	23	2021/2/16 8:00
30	7	9	0.5	53	30	20	2021/2/16 9:00
25	8	10	0.5	51	25	16	2021/2/16 10:00
23	9	11	0.5	52	22	16	2021/2/16 11:00
19	10	10	0.5	56	19	11	2021/2/16 12:00
22	10	8	0.5	60	22	13	2021/2/16 13:00
23	9	8	0.5	62	23	15	2021/2/16 14:00
27	9	8	0.5	62	27	16	2021/2/16 15:00
26	10	8	0.5	67	26	17	2021/2/16 16:00
24	9	9	0.5	64	24	16	2021/2/16 17:00
27	10	10	0.5	62	27	16	2021/2/16 18:00
27	10	10	0.5	59	27	18	2021/2/16 19:00
29	13	12	0.6	53	29	20	2021/2/16 20:00
32	13	12	0.6	52	32	20	2021/2/16 21:00
31	13	12	0.6	51	31	19	2021/2/16 22:00
30	14	12	0.6	50	30	20	2021/2/16 23:00
29	14	11	0.6	48	29	19	2021/2/17 0:00
29	13	10	0.6	46	28	20	2021/2/17 1:00
29	12	10	0.6	46	29	19	2021/2/17 2:00
28	11	9	0.6	46	28	18	2021/2/17 3:00
31	11	8	0.6	44	31	21	2021/2/17 4:00
32	12	9	0.7	42	32	22	2021/2/17 5:00
36	12	9	0.6	40	35	25	2021/2/17 6:00
45	11	10	0.6	37	39	31	2021/2/17 7:00
43	10	12	0.6	34	41	30	2021/2/17 8:00
46	13	15	0.7	31	43	32	2021/2/17 9:00
48	13	13	0.6	40	46	33	2021/2/17 10:00
40	13	11	0.5	49	39	28	2021/2/17 11:00
32	12	9	0.5	61	30	22	2021/2/17 12:00
25	12	9	0.4	68	25	15	2021/2/17 13:00
25	11	8	0.4	76	25	14	2021/2/17 14:00
26	10	7	0.4	82	23	15	2021/2/17 15:00
28	9	7	0.4	87	21	12	2021/2/17 16:00
28	8	6	0.4	89	21	10	2021/2/17 17:00
28	9	6	0.4	88	18	8	2021/2/17 18:00
25	11	11	0.4	80	22	10	2021/2/17 19:00
24	14	14	0.5	72	24	12	2021/2/17 20:00
30	18	17	0.5	62	30	17	2021/2/17 21:00
36	19	17	0.5	59	36	21	2021/2/17 22:00
37	19	17	0.5	60	37	22	2021/2/17 23:00
36	16	11	0.5	69	36	22	2021/2/18 0:00
32	14	9	0.5	72	32	18	2021/2/18 1:00
28	13	8	0.4	75	28	16	2021/2/18 2:00
25	13	7	0.4	75	25	15	2021/2/18 3:00
26	12	7	0.4	71	26	15	2021/2/18 4:00
25	12	7	0.4	71	25	15	2021/2/18 5:00
25	12	6	0.4	74	25	14	2021/2/18 6:00
25	10	6	0.4	77	24	14	2021/2/18 7:00
24	10	11	0.4	74	22	11	2021/2/18 8:00
23	12	15	0.4	70	23	10	2021/2/18 9:00
27	14	15	0.4	69	27	12	2021/2/18 10:00
31	14	14	0.4	71	31	14	2021/2/18 11:00
30	15	14	0.4	73	30	14	2021/2/18 12:00
30	16	15	0.5	71	30	14	2021/2/18 13:00
31	15	15	0.5	70	31	14	2021/2/18 14:00
34	14	13	0.5	74	34	17	2021/2/18 15:00
31	14	12	0.5	78	31	17	2021/2/18 16:00
31	15	15	0.5	75	31	18	2021/2/18 17:00
32	17	19	0.5	70	32	17	2021/2/18 18:00
35	19	22	0.6	63	35	20	2021/2/18 19:00
37	25	29	0.6	49	37	20	2021/2/18 20:00
44	31	33	0.7	39	44	24	2021/2/18 21:00
50	33	32	0.7	38	50	29	2021/2/18 22:00
51	30	28	0.7	39	52	32	2021/2/18 23:00
52	25	23	0.7	40	54	35	2021/2/19 0:00
52	22	18	0.6	45	54	32	2021/2/19 1:00
50	22	16	0.6	47	50	30	2021/2/19 2:00
46	21	14	0.5	49	46	27	2021/2/19 3:00
43	20	15	0.6	47	43	27	2021/2/19 4:00
43	20	15	0.6	45	43	26	2021/2/19 5:00
41	19	15	0.6	45	41	27	2021/2/19 6:00
43	18	17	0.6	43	43	28	2021/2/19 7:00
41	20	28	0.6	31	41	25	2021/2/19 8:00
45	23	30	0.7	26	45	26	2021/2/19 9:00
51	28	30	0.7	30	51	31	2021/2/19 10:00
53	30	29	0.7	38	56	34	2021/2/19 11:00
53	27	22	0.6	55	56	35	2021/2/19 12:00
52	23	18	0.6	70	53	29	2021/2/19 13:00
52	21	15	0.6	80	53	28	2021/2/19 14:00
52	21	15	0.6	90	54	29	2021/2/19 15:00
53	19	16	0.6	97	55	33	2021/2/19 16:00
56	19	17	0.6	102	61	34	2021/2/19 17:00
54	19	18	0.6	100	58	34	2021/2/19 18:00
54	21	27	0.7	84	58	37	2021/2/19 19:00
56	32	38	0.8	56	61	35	2021/2/19 20:00
62	22	28	0.7	52	68	44	2021/2/19 21:00
57	22	30	0.7	44	64	39	2021/2/19 22:00
62	27	34	0.8	33	73	42	2021/2/19 23:00
66	23	31	0.8	28	82	45	2021/2/20 0:00
67	22	31	0.8	23	78	48	2021/2/20 1:00
64	21	29	0.8	22	77	46	2021/2/20 2:00
64	23	31	0.8	22	75	46	2021/2/20 3:00
68	21	28	0.8	23	73	49	2021/2/20 4:00
65	21	28	0.8	20	72	47	2021/2/20 5:00
64	20	28	0.8	17	70	46	2021/2/20 6:00
65	22	31	0.8	13	69	47	2021/2/20 7:00
68	24	33	0.8	12	70	49	2021/2/20 8:00
65	26	31	0.8	18	71	47	2021/2/20 9:00
63	25	32	0.8	22	72	45	2021/2/20 10:00
61	23	27	0.8	34	71	40	2021/2/20 11:00
64	24	24	0.7	47	77	43	2021/2/20 12:00
63	18	17	0.7	66	75	40	2021/2/20 13:00
56	14	14	0.6	75	61	34	2021/2/20 14:00
53	12	14	0.7	79	55	32	2021/2/20 15:00
52	11	15	0.7	80	54	34	2021/2/20 16:00
