aqi	so2	no2	co	o3	pm10	pm2_5	pubtime
19	6	11	0.4	45	19	8	2021/8/31 7:00
21	6	16	0.4	41	21	8	2021/8/31 8:00
23	7	13	0.4	48	23	8	2021/8/31 9:00
24	7	11	0.4	58	24	10	2021/8/31 10:00
25	6	10	0.4	66	25	10	2021/8/31 11:00
27	6	9	0.4	70	27	9	2021/8/31 12:00
26	6	7	0.4	75	26	9	2021/8/31 13:00
24	6	7	0.4	73	24	8	2021/8/31 14:00
23	5	7	0.4	71	21	8	2021/8/31 15:00
23	5	8	0.4	72	19	7	2021/8/31 16:00
23	5	9	0.4	72	20	6	2021/8/31 17:00
22	5	11	0.4	69	20	6	2021/8/31 18:00
21	5	15	0.4	60	21	7	2021/8/31 19:00
29	6	20	0.4	46	29	12	2021/8/31 20:00
35	6	19	0.4	41	35	16	2021/8/31 21:00
30	6	16	0.4	43	30	12	2021/8/31 22:00
28	6	17	0.4	42	28	12	2021/8/31 23:00
26	6	16	0.4	41	26	11	2021/9/1 0:00
26	6	15	0.4	39	26	10	2021/9/1 1:00
25	5	15	0.4	37	25	10	2021/9/1 2:00
25	5	13	0.4	37	25	10	2021/9/1 3:00
23	5	13	0.4	35	23	11	2021/9/1 4:00
22	5	13	0.4	32	22	10	2021/9/1 5:00
23	6	12	0.4	30	23	10	2021/9/1 6:00
24	6	15	0.5	26	24	10	2021/9/1 7:00
24	6	18	0.5	27	24	9	2021/9/1 8:00
26	6	15	0.5	44	26	10	2021/9/1 9:00
28	6	13	0.4	61	28	10	2021/9/1 10:00
28	6	12	0.4	70	28	11	2021/9/1 11:00
27	5	9	0.4	81	27	12	2021/9/1 12:00
30	5	7	0.4	85	30	15	2021/9/1 13:00
27	5	7	0.4	84	24	11	2021/9/1 14:00
26	5	8	0.4	81	21	8	2021/9/1 15:00
25	5	8	0.4	79	21	9	2021/9/1 16:00
25	5	9	0.4	78	23	9	2021/9/1 17:00
23	5	11	0.4	70	23	9	2021/9/1 18:00
26	5	14	0.4	62	26	9	2021/9/1 19:00
28	5	19	0.4	49	28	11	2021/9/1 20:00
32	5	20	0.4	46	32	11	2021/9/1 21:00
36	5	20	0.4	48	36	14	2021/9/1 22:00
35	5	15	0.4	54	35	14	2021/9/1 23:00
29	5	11	0.4	57	29	11	2021/9/2 0:00
28	5	12	0.4	54	28	12	2021/9/2 1:00
26	5	12	0.4	49	26	9	2021/9/2 2:00
26	5	12	0.4	48	26	12	2021/9/2 3:00
23	5	12	0.4	45	23	10	2021/9/2 4:00
25	6	10	0.4	47	25	10	2021/9/2 5:00
22	6	12	0.4	45	22	12	2021/9/2 6:00
23	6	14	0.4	42	23	13	2021/9/2 7:00
27	6	19	0.5	39	27	14	2021/9/2 8:00
31	7	17	0.5	58	31	16	2021/9/2 9:00
35	7	13	0.5	71	35	18	2021/9/2 10:00
32	6	10	0.5	85	32	17	2021/9/2 11:00
35	7	10	0.5	95	35	17	2021/9/2 12:00
31	6	8	0.4	93	31	15	2021/9/2 13:00
31	5	7	0.4	89	31	13	2021/9/2 14:00
28	5	9	0.4	88	26	11	2021/9/2 15:00
28	5	11	0.4	88	25	10	2021/9/2 16:00
27	5	12	0.4	85	27	12	2021/9/2 17:00
30	5	13	0.4	73	30	13	2021/9/2 18:00
30	5	17	0.5	63	30	12	2021/9/2 19:00
28	5	21	0.5	50	28	14	2021/9/2 20:00
36	5	21	0.5	45	36	21	2021/9/2 21:00
40	5	22	0.5	40	40	18	2021/9/2 22:00
42	6	19	0.5	42	42	21	2021/9/2 23:00
35	6	16	0.5	45	35	19	2021/9/3 0:00
35	6	13	0.5	46	35	17	2021/9/3 1:00
31	6	10	0.4	49	31	17	2021/9/3 2:00
30	7	7	0.4	50	30	15	2021/9/3 3:00
25	6	8	0.4	48	25	12	2021/9/3 4:00
23	6	7	0.4	48	23	12	2021/9/3 5:00
23	6	7	0.4	47	23	11	2021/9/3 6:00
20	6	9	0.4	43	20	10	2021/9/3 7:00
19	6	12	0.4	40	19	10	2021/9/3 8:00
22	6	12	0.4	43	22	10	2021/9/3 9:00
26	6	10	0.4	49	26	10	2021/9/3 10:00
26	6	11	0.4	52	26	10	2021/9/3 11:00
30	5	10	0.4	58	30	10	2021/9/3 12:00
25	5	8	0.4	63	25	8	2021/9/3 13:00
23	5	7	0.4	66	23	6	2021/9/3 14:00
20	5	9	0.4	63	20	6	2021/9/3 15:00
20	5	8	0.4	63	20	5	2021/9/3 16:00
20	5	10	0.4	60	20	5	2021/9/3 17:00
26	5	11	0.4	57	26	5	2021/9/3 18:00
24	5	15	0.4	51	24	6	2021/9/3 19:00
24	5	19	0.4	42	24	7	2021/9/3 20:00
27	5	20	0.4	37	27	9	2021/9/3 21:00
28	5	22	0.4	32	28	11	2021/9/3 22:00
29	5	23	0.4	29	29	13	2021/9/3 23:00
29	5	18	0.4	36	29	11	2021/9/4 0:00
27	5	14	0.4	44	27	9	2021/9/4 1:00
23	6	10	0.4	48	23	10	2021/9/4 2:00
21	5	9	0.4	48	21	8	2021/9/4 3:00
17	5	8	0.4	47	17	9	2021/9/4 4:00
18	6	8	0.4	46	18	7	2021/9/4 5:00
16	6	7	0.4	48	16	8	2021/9/4 6:00
16	6	8	0.4	50	15	7	2021/9/4 7:00
17	6	11	0.4	52	17	7	2021/9/4 8:00
19	6	11	0.4	57	19	8	2021/9/4 9:00
25	6	10	0.4	65	25	9	2021/9/4 10:00
28	6	10	0.4	71	28	11	2021/9/4 11:00
27	5	10	0.4	73	27	10	2021/9/4 12:00
28	5	8	0.4	74	28	8	2021/9/4 13:00
24	5	8	0.3	74	22	8	2021/9/4 14:00
24	5	8	0.4	75	20	7	2021/9/4 15:00
25	5	9	0.4	77	22	8	2021/9/4 16:00
24	5	10	0.4	76	21	7	2021/9/4 17:00
22	5	12	0.3	70	22	8	2021/9/4 18:00
22	5	16	0.4	58	22	7	2021/9/4 19:00
28	5	22	0.4	44	28	10	2021/9/4 20:00
38	5	25	0.4	35	38	17	2021/9/4 21:00
35	5	27	0.5	30	35	14	2021/9/4 22:00
38	5	30	0.5	23	38	15	2021/9/4 23:00
40	6	26	0.5	28	40	16	2021/9/5 0:00
35	6	22	0.4	33	35	14	2021/9/5 1:00
33	6	18	0.4	37	33	12	2021/9/5 2:00
30	6	13	0.4	45	30	12	2021/9/5 3:00
28	6	11	0.4	48	28	10	2021/9/5 4:00
24	6	10	0.4	49	24	9	2021/9/5 5:00
21	6	9	0.4	48	21	10	2021/9/5 6:00
20	6	12	0.4	44	20	8	2021/9/5 7:00
23	6	14	0.4	45	23	8	2021/9/5 8:00
23	6	11	0.4	53	23	10	2021/9/5 9:00
26	6	10	0.4	62	26	10	2021/9/5 10:00
27	5	10	0.4	69	27	11	2021/9/5 11:00
26	5	9	0.4	75	26	10	2021/9/5 12:00
26	5	7	0.3	77	26	10	2021/9/5 13:00
25	5	7	0.3	77	22	8	2021/9/5 14:00
25	5	8	0.3	79	18	5	2021/9/5 15:00
25	5	8	0.3	80	20	6	2021/9/5 16:00
25	5	9	0.3	79	24	7	2021/9/5 17:00
25	5	10	0.3	77	23	6	2021/9/5 18:00
22	5	14	0.4	69	22	5	2021/9/5 19:00
24	5	19	0.4	56	24	7	2021/9/5 20:00
27	5	24	0.5	46	27	11	2021/9/5 21:00
34	6	25	0.5	42	34	13	2021/9/5 22:00
33	5	21	0.4	40	33	13	2021/9/5 23:00
31	5	20	0.4	39	31	10	2021/9/6 0:00
27	5	18	0.4	38	27	10	2021/9/6 1:00
25	5	16	0.4	35	25	9	2021/9/6 2:00
22	5	17	0.4	31	22	8	2021/9/6 3:00
25	5	18	0.4	27	25	8	2021/9/6 4:00
25	6	17	0.4	26	25	9	2021/9/6 5:00
23	6	15	0.4	26	23	11	2021/9/6 6:00
26	6	17	0.5	21	26	11	2021/9/6 7:00
23	6	19	0.5	20	23	11	2021/9/6 8:00
32	7	17	0.5	35	32	12	2021/9/6 9:00
30	7	17	0.4	52	30	12	2021/9/6 10:00
31	6	11	0.4	70	31	11	2021/9/6 11:00
27	6	10	0.4	85	26	9	2021/9/6 12:00
30	5	8	0.4	94	27	10	2021/9/6 13:00
32	5	7	0.4	102	23	9	2021/9/6 14:00
33	5	8	0.4	103	24	10	2021/9/6 15:00
29	5	11	0.5	90	27	9	2021/9/6 16:00
50	5	13	0.6	84	50	14	2021/9/6 17:00
36	6	12	0.5	83	36	13	2021/9/6 18:00
35	6	11	0.5	82	35	12	2021/9/6 19:00
28	5	11	0.5	79	28	9	2021/9/6 20:00
28	5	10	0.5	81	28	8	2021/9/6 21:00
26	5	9	0.5	83	23	8	2021/9/6 22:00
26	5	7	0.5	83	21	8	2021/9/6 23:00
26	5	7	0.5	82	15	6	2021/9/7 0:00
26	4	6	0.5	82	14	6	2021/9/7 1:00
25	5	6	0.5	80	12	4	2021/9/7 2:00
25	5	6	0.5	80	12	3	2021/9/7 3:00
25	5	6	0.5	80	11	4	2021/9/7 4:00
25	5	5	0.5	80	11	4	2021/9/7 5:00
25	6	6	0.5	80	12	4	2021/9/7 6:00
25	7	7	0.5	79	15	5	2021/9/7 7:00
26	6	10	0.5	81	16	7	2021/9/7 8:00
27	7	11	0.5	86	18	5	2021/9/7 9:00
30	7	11	0.5	93	21	7	2021/9/7 10:00
32	8	11	0.4	100	22	6	2021/9/7 11:00
32	8	10	0.5	101	25	6	2021/9/7 12:00
33	7	10	0.5	105	25	11	2021/9/7 13:00
35	6	10	0.5	109	25	11	2021/9/7 14:00
35	6	11	0.5	112	26	12	2021/9/7 15:00
34	6	12	0.5	107	32	12	2021/9/7 16:00
33	6	13	0.5	104	32	14	2021/9/7 17:00
35	6	16	0.6	98	35	16	2021/9/7 18:00
39	5	18	0.6	89	39	18	2021/9/7 19:00
42	5	19	0.6	80	42	21	2021/9/7 20:00
48	5	18	0.6	78	48	26	2021/9/7 21:00
45	5	18	0.6	74	45	25	2021/9/7 22:00
45	5	19	0.6	67	45	25	2021/9/7 23:00
41	5	19	0.6	56	41	23	2021/9/8 0:00
41	5	21	0.5	47	41	23	2021/9/8 1:00
40	5	21	0.6	41	40	23	2021/9/8 2:00
41	5	19	0.6	38	41	22	2021/9/8 3:00
39	5	19	0.5	33	39	22	2021/9/8 4:00
39	5	18	0.5	32	39	21	2021/9/8 5:00
39	5	21	0.6	25	39	21	2021/9/8 6:00
40	5	24	0.6	16	40	21	2021/9/8 7:00
44	6	23	0.6	17	44	24	2021/9/8 8:00
44	6	21	0.6	29	44	23	2021/9/8 9:00
38	6	17	0.6	41	38	18	2021/9/8 10:00
35	8	14	0.5	63	35	18	2021/9/8 11:00
31	6	10	0.5	95	31	14	2021/9/8 12:00
34	6	8	0.5	107	28	13	2021/9/8 13:00
34	5	8	0.5	106	24	11	2021/9/8 14:00
31	5	11	0.5	99	24	9	2021/9/8 15:00
35	5	11	0.5	103	35	10	2021/9/8 16:00
33	6	14	0.5	96	33	12	2021/9/8 17:00
40	6	17	0.5	92	40	15	2021/9/8 18:00
41	7	19	0.5	82	41	14	2021/9/8 19:00
42	5	22	0.5	65	42	16	2021/9/8 20:00
44	5	27	0.6	46	44	16	2021/9/8 21:00
44	5	32	0.6	34	44	20	2021/9/8 22:00
47	5	32	0.6	28	47	21	2021/9/8 23:00
49	5	35	0.6	19	49	22	2021/9/9 0:00
53	5	37	0.7	11	55	23	2021/9/9 1:00
54	5	35	0.7	9	58	27	2021/9/9 2:00
54	6	34	0.7	6	58	28	2021/9/9 3:00
54	6	33	0.7	5	58	28	2021/9/9 4:00
54	6	31	0.7	5	57	27	2021/9/9 5:00
55	6	28	0.7	6	59	28	2021/9/9 6:00
52	6	27	0.7	7	54	28	2021/9/9 7:00
52	6	28	0.8	7	54	28	2021/9/9 8:00
57	7	32	0.8	12	63	30	2021/9/9 9:00
61	10	33	0.8	25	72	33	2021/9/9 10:00
60	10	24	0.6	60	70	33	2021/9/9 11:00
52	8	20	0.6	85	53	27	2021/9/9 12:00
49	6	16	0.6	109	49	22	2021/9/9 13:00
50	6	14	0.6	129	50	24	2021/9/9 14:00
43	6	11	0.5	135	41	23	2021/9/9 15:00
39	5	14	0.5	124	38	20	2021/9/9 16:00
48	6	17	0.6	115	48	18	2021/9/9 17:00
45	6	22	0.6	103	45	19	2021/9/9 18:00
46	6	24	0.6	89	46	21	2021/9/9 19:00
51	6	33	0.7	68	52	28	2021/9/9 20:00
53	6	31	0.7	60	56	33	2021/9/9 21:00
54	6	26	0.7	59	57	31	2021/9/9 22:00
52	5	26	0.6	51	54	28	2021/9/9 23:00
47	5	23	0.6	46	47	25	2021/9/10 0:00
43	6	25	0.6	37	43	24	2021/9/10 1:00
51	6	23	0.7	39	51	30	2021/9/10 2:00
54	5	17	0.6	46	56	38	2021/9/10 3:00
48	5	10	0.5	48	46	33	2021/9/10 4:00
27	5	12	0.6	40	27	16	2021/9/10 5:00
29	5	13	0.5	33	29	18	2021/9/10 6:00
31	5	15	0.6	29	31	17	2021/9/10 7:00
32	5	19	0.6	24	32	18	2021/9/10 8:00
33	6	23	0.7	26	33	17	2021/9/10 9:00
40	6	26	0.8	39	40	25	2021/9/10 10:00
45	7	21	0.7	63	45	27	2021/9/10 11:00
44	7	15	0.6	84	44	24	2021/9/10 12:00
43	6	13	0.5	80	43	26	2021/9/10 13:00
36	7	13	0.5	81	36	23	2021/9/10 14:00
36	7	13	0.6	100	36	21	2021/9/10 15:00
37	7	11	0.5	107	37	21	2021/9/10 16:00
35	6	12	0.5	110	35	19	2021/9/10 17:00
36	6	19	0.6	106	36	19	2021/9/10 18:00
40	6	22	0.5	85	40	21	2021/9/10 19:00
45	6	25	0.6	63	45	19	2021/9/10 20:00
42	6	25	0.6	52	42	18	2021/9/10 21:00
39	6	29	0.6	42	39	19	2021/9/10 22:00
44	6	31	0.6	31	44	21	2021/9/10 23:00
45	6	29	0.6	26	45	19	2021/9/11 0:00
43	5	33	0.7	15	43	21	2021/9/11 1:00
45	5	31	0.7	13	45	21	2021/9/11 2:00
45	5	31	0.6	9	45	23	2021/9/11 3:00
45	5	25	0.6	11	45	23	2021/9/11 4:00
43	5	24	0.6	10	43	21	2021/9/11 5:00
42	5	24	0.6	7	42	19	2021/9/11 6:00
43	6	23	0.6	6	43	20	2021/9/11 7:00
45	6	21	0.7	10	45	21	2021/9/11 8:00
48	7	25	0.7	20	48	22	2021/9/11 9:00
50	8	22	0.6	47	50	23	2021/9/11 10:00
42	7	16	0.5	75	42	20	2021/9/11 11:00
39	6	11	0.5	89	39	17	2021/9/11 12:00
35	6	9	0.5	92	35	14	2021/9/11 13:00
31	6	9	0.5	92	31	14	2021/9/11 14:00
29	5	9	0.4	91	27	14	2021/9/11 15:00
30	5	10	0.4	93	27	10	2021/9/11 16:00
30	5	10	0.4	93	26	12	2021/9/11 17:00
28	5	13	0.5	88	28	10	2021/9/11 18:00
27	6	19	0.5	71	27	12	2021/9/11 19:00
32	6	33	0.6	45	32	13	2021/9/11 20:00
44	6	34	0.6	34	44	20	2021/9/11 21:00
50	6	38	0.6	24	50	22	2021/9/11 22:00
52	6	33	0.6	24	54	23	2021/9/11 23:00
46	6	35	0.6	16	46	23	2021/9/12 0:00
50	6	34	0.6	15	50	22	2021/9/12 1:00
48	5	32	0.6	13	48	23	2021/9/12 2:00
46	6	31	0.6	10	46	21	2021/9/12 3:00
48	5	27	0.6	11	48	22	2021/9/12 4:00
45	5	26	0.6	11	45	20	2021/9/12 5:00
43	5	26	0.6	9	43	23	2021/9/12 6:00
44	5	24	0.6	8	44	22	2021/9/12 7:00
44	6	23	0.6	11	44	22	2021/9/12 8:00
47	6	25	0.7	20	47	24	2021/9/12 9:00
52	7	23	0.6	53	54	24	2021/9/12 10:00
48	6	16	0.5	83	48	22	2021/9/12 11:00
44	6	12	0.5	97	44	20	2021/9/12 12:00
38	5	8	0.5	104	38	19	2021/9/12 13:00
33	5	10	0.5	104	31	15	2021/9/12 14:00
43	4	9	0.5	88	43	19	2021/9/12 15:00
38	4	10	0.5	74	38	18	2021/9/12 16:00
26	4	13	0.5	71	26	12	2021/9/12 17:00
23	4	15	0.6	64	23	10	2021/9/12 18:00
23	4	16	0.6	65	23	10	2021/9/12 19:00
25	4	12	0.5	72	25	11	2021/9/12 20:00
23	4	11	0.5	73	22	10	2021/9/12 21:00
26	4	10	0.5	72	26	12	2021/9/12 22:00
24	5	9	0.6	72	24	11	2021/9/12 23:00
25	4	7	0.6	73	25	16	2021/9/13 0:00
27	5	7	0.5	76	27	18	2021/9/13 1:00
32	5	6	0.5	74	32	20	2021/9/13 2:00
33	5	6	0.6	77	33	22	2021/9/13 3:00
25	5	6	0.5	77	18	11	2021/9/13 4:00
28	5	5	0.6	87	14	7	2021/9/13 5:00
27	5	5	0.6	86	10	4	2021/9/13 6:00
25	5	6	0.6	80	11	5	2021/9/13 7:00
22	5	11	0.6	70	13	8	2021/9/13 8:00
21	5	16	0.7	65	17	7	2021/9/13 9:00
22	5	19	0.7	68	20	7	2021/9/13 10:00
25	6	15	0.7	79	25	10	2021/9/13 11:00
30	5	12	0.6	95	24	12	2021/9/13 12:00
32	5	11	0.6	100	23	11	2021/9/13 13:00
33	5	11	0.6	105	27	13	2021/9/13 14:00
35	5	10	0.6	112	28	12	2021/9/13 15:00
35	5	10	0.6	110	32	13	2021/9/13 16:00
33	5	10	0.6	103	31	15	2021/9/13 17:00
35	5	11	0.6	101	35	20	2021/9/13 18:00
40	5	14	0.7	94	40	22	2021/9/13 19:00
43	5	19	0.7	79	43	26	2021/9/13 20:00
49	5	22	0.7	71	49	29	2021/9/13 21:00
51	5	23	0.7	62	51	31	2021/9/13 22:00
53	5	26	0.7	49	55	32	2021/9/13 23:00
53	6	23	0.8	46	56	35	2021/9/14 0:00
54	5	22	0.7	39	58	34	2021/9/14 1:00
54	5	19	0.7	36	58	34	2021/9/14 2:00
53	5	16	0.7	38	56	34	2021/9/14 3:00
53	5	13	0.6	40	55	33	2021/9/14 4:00
53	5	11	0.7	39	56	33	2021/9/14 5:00
53	5	10	0.7	42	55	34	2021/9/14 6:00
52	5	12	0.7	41	54	34	2021/9/14 7:00
54	4	16	0.7	38	57	33	2021/9/14 8:00
54	5	18	0.7	51	57	35	2021/9/14 9:00
55	5	18	0.7	63	60	38	2021/9/14 10:00
56	5	19	0.7	81	61	37	2021/9/14 11:00
56	5	15	0.7	107	62	39	2021/9/14 12:00
55	5	10	0.6	121	60	34	2021/9/14 13:00
52	5	10	0.6	119	53	32	2021/9/14 14:00
49	5	10	0.6	115	49	30	2021/9/14 15:00
46	5	9	0.6	120	46	28	2021/9/14 16:00
47	5	11	0.6	116	47	28	2021/9/14 17:00
46	5	13	0.6	106	46	26	2021/9/14 18:00
46	5	18	0.6	92	46	27	2021/9/14 19:00
49	5	26	0.7	70	49	28	2021/9/14 20:00
55	5	22	0.7	68	60	33	2021/9/14 21:00
54	5	17	0.6	80	58	36	2021/9/14 22:00
51	5	11	0.6	88	52	30	2021/9/14 23:00
43	5	10	0.6	87	43	24	2021/9/15 0:00
34	4	12	0.6	78	34	22	2021/9/15 1:00
32	4	13	0.6	68	32	19	2021/9/15 2:00
36	4	14	0.6	57	36	19	2021/9/15 3:00
38	5	14	0.6	51	38	20	2021/9/15 4:00
36	4	13	0.6	48	36	20	2021/9/15 5:00
33	5	14	0.6	46	33	19	2021/9/15 6:00
38	5	15	0.6	53	38	22	2021/9/15 7:00
37	5	17	0.6	56	37	21	2021/9/15 8:00
37	5	19	0.6	68	37	20	2021/9/15 9:00
38	5	15	0.6	77	38	20	2021/9/15 10:00
34	5	10	0.5	84	34	18	2021/9/15 11:00
29	6	9	0.5	88	29	13	2021/9/15 12:00
29	6	8	0.4	84	29	13	2021/9/15 13:00
24	5	8	0.4	72	24	10	2021/9/15 14:00
24	6	8	0.4	70	24	7	2021/9/15 15:00
22	5	8	0.4	68	21	7	2021/9/15 16:00
20	5	9	0.4	64	19	4	2021/9/15 17:00
21	5	10	0.4	57	21	5	2021/9/15 18:00
24	4	12	0.4	49	24	4	2021/9/15 19:00
21	5	12	0.4	43	21	4	2021/9/15 20:00
20	5	13	0.4	39	20	4	2021/9/15 21:00
18	5	15	0.4	35	18	4	2021/9/15 22:00
18	5	14	0.4	35	18	4	2021/9/15 23:00
17	5	13	0.4	37	17	4	2021/9/16 0:00
16	5	12	0.4	37	16	5	2021/9/16 1:00
19	5	12	0.4	38	19	4	2021/9/16 2:00
19	5	7	0.4	44	19	4	2021/9/16 3:00
17	5	6	0.4	44	17	5	2021/9/16 4:00
17	5	6	0.4	43	17	4	2021/9/16 5:00
15	5	6	0.4	45	15	5	2021/9/16 6:00
14	5	8	0.4	44	14	4	2021/9/16 7:00
14	5	13	0.4	41	14	5	2021/9/16 8:00
15	6	13	0.4	42	15	4	2021/9/16 9:00
19	6	12	0.4	42	19	3	2021/9/16 10:00
26	6	9	0.4	48	26	7	2021/9/16 11:00
25	6	10	0.4	50	25	8	2021/9/16 12:00
24	6	9	0.5	53	24	7	2021/9/16 13:00
29	6	8	0.5	55	29	9	2021/9/16 14:00
22	5	9	0.4	60	22	7	2021/9/16 15:00
22	5	11	0.5	61	22	8	2021/9/16 16:00
27	5	12	0.5	58	27	9	2021/9/16 17:00
28	5	16	0.5	50	28	10	2021/9/16 18:00
29	5	17	0.5	41	29	10	2021/9/16 19:00
28	5	21	0.5	32	28	10	2021/9/16 20:00
31	5	19	0.5	28	31	12	2021/9/16 21:00
36	5	19	0.5	27	36	11	2021/9/16 22:00
29	5	17	0.5	29	29	9	2021/9/16 23:00
23	5	15	0.5	29	23	8	2021/9/17 0:00
23	5	14	0.5	31	23	7	2021/9/17 1:00
22	5	11	0.4	35	22	7	2021/9/17 2:00
24	5	6	0.4	63	24	6	2021/9/17 3:00
19	5	7	0.4	59	13	3	2021/9/17 4:00
16	5	9	0.4	51	13	2	2021/9/17 5:00
18	5	7	0.4	56	12	2	2021/9/17 6:00
15	5	12	0.5	48	11	2	2021/9/17 7:00
13	5	22	0.5	35	13	3	2021/9/17 8:00
14	5	27	0.6	25	14	3	2021/9/17 9:00
18	5	26	0.6	25	18	5	2021/9/17 10:00
23	5	19	0.6	29	23	6	2021/9/17 11:00
22	5	15	0.5	33	22	7	2021/9/17 12:00
18	5	10	0.5	44	18	7	2021/9/17 13:00
19	5	9	0.5	54	19	6	2021/9/17 14:00
19	5	9	0.5	55	19	7	2021/9/17 15:00
19	5	9	0.4	58	19	7	2021/9/17 16:00
21	5	11	0.4	55	21	6	2021/9/17 17:00
23	5	14	0.5	49	23	6	2021/9/17 18:00
25	5	18	0.5	35	25	6	2021/9/17 19:00
31	5	16	0.5	28	31	8	2021/9/17 20:00
28	5	16	0.5	28	28	9	2021/9/17 21:00
27	5	20	0.5	20	27	8	2021/9/17 22:00
29	5	20	0.5	18	29	9	2021/9/17 23:00
28	5	19	0.5	21	28	9	2021/9/18 0:00
27	5	17	0.5	25	27	9	2021/9/18 1:00
31	5	11	0.4	33	31	9	2021/9/18 2:00
24	5	8	0.4	36	24	8	2021/9/18 3:00
22	5	8	0.4	40	22	7	2021/9/18 4:00
22	5	8	0.4	41	22	7	2021/9/18 5:00
20	5	8	0.4	37	20	8	2021/9/18 6:00
20	5	13	0.5	31	20	6	2021/9/18 7:00
22	6	15	0.5	30	22	6	2021/9/18 8:00
24	5	13	0.5	35	24	8	2021/9/18 9:00
26	6	14	0.5	37	26	9	2021/9/18 10:00
26	6	10	0.5	43	26	9	2021/9/18 11:00
28	6	9	0.5	46	28	9	2021/9/18 12:00
27	5	7	0.4	51	27	9	2021/9/18 13:00
22	6	7	0.4	50	22	7	2021/9/18 14:00
20	6	8	0.4	50	20	6	2021/9/18 15:00
21	5	8	0.4	50	21	6	2021/9/18 16:00
23	5	9	0.4	49	23	6	2021/9/18 17:00
20	5	10	0.4	48	20	4	2021/9/18 18:00
20	5	14	0.5	41	20	4	2021/9/18 19:00
22	5	16	0.5	35	22	4	2021/9/18 20:00
21	5	18	0.5	33	21	7	2021/9/18 21:00
28	6	20	0.5	29	28	7	2021/9/18 22:00
27	6	18	0.5	31	27	9	2021/9/18 23:00
28	6	12	0.4	40	28	11	2021/9/19 0:00
25	6	9	0.4	45	25	9	2021/9/19 1:00
24	6	8	0.4	47	24	9	2021/9/19 2:00
24	5	7	0.4	49	24	9	2021/9/19 3:00
20	5	7	0.4	49	20	9	2021/9/19 4:00
22	6	6	0.4	49	22	8	2021/9/19 5:00
21	6	6	0.4	46	21	7	2021/9/19 6:00
21	6	8	0.4	43	21	8	2021/9/19 7:00
22	6	13	0.4	35	22	9	2021/9/19 8:00
22	5	8	0.5	48	22	9	2021/9/19 9:00
21	5	12	0.5	51	21	5	2021/9/19 10:00
15	5	14	0.5	48	14	3	2021/9/19 11:00
16	6	14	0.5	51	13	2	2021/9/19 12:00
25	6	9	0.5	64	25	2	2021/9/19 13:00
21	5	10	0.4	67	11	4	2021/9/19 14:00
21	5	11	0.5	65	15	1	2021/9/19 15:00
21	6	12	0.5	66	16	2	2021/9/19 16:00
20	6	12	0.5	63	17	3	2021/9/19 17:00
21	6	12	0.5	66	19	3	2021/9/19 18:00
21	5	13	0.5	66	18	4	2021/9/19 19:00
19	6	20	0.5	55	19	3	2021/9/19 20:00
23	6	26	0.6	43	23	6	2021/9/19 21:00
25	6	27	0.6	37	25	6	2021/9/19 22:00
27	6	30	0.6	28	27	7	2021/9/19 23:00
26	6	32	0.6	18	26	9	2021/9/20 0:00
28	6	32	0.6	13	28	9	2021/9/20 1:00
26	5	30	0.6	10	26	9	2021/9/20 2:00
30	5	25	0.5	10	30	10	2021/9/20 3:00
29	5	23	0.5	8	29	10	2021/9/20 4:00
29	5	21	0.5	8	29	9	2021/9/20 5:00
30	5	20	0.5	9	30	8	2021/9/20 6:00
28	6	20	0.6	8	28	10	2021/9/20 7:00
27	6	19	0.6	12	27	10	2021/9/20 8:00
33	8	19	0.6	20	33	13	2021/9/20 9:00
35	9	18	0.6	35	35	16	2021/9/20 10:00
35	8	19	0.5	55	35	15	2021/9/20 11:00
35	7	19	0.6	75	35	12	2021/9/20 12:00
32	7	12	0.5	100	32	10	2021/9/20 13:00
36	6	6	0.4	115	29	10	2021/9/20 14:00
37	6	6	0.4	117	22	6	2021/9/20 15:00
36	6	6	0.4	114	22	6	2021/9/20 16:00
35	5	6	0.4	111	20	7	2021/9/20 17:00
33	5	9	0.4	105	21	6	2021/9/20 18:00
29	5	16	0.5	90	21	6	2021/9/20 19:00
27	6	24	0.6	69	27	9	2021/9/20 20:00
34	6	27	0.6	62	34	15	2021/9/20 21:00
40	6	31	0.6	48	40	17	2021/9/20 22:00
44	7	36	0.7	30	44	20	2021/9/20 23:00
49	7	34	0.7	24	49	24	2021/9/21 0:00
50	7	33	0.6	20	50	24	2021/9/21 1:00
51	6	33	0.6	15	51	24	2021/9/21 2:00
52	6	32	0.7	11	53	24	2021/9/21 3:00
53	6	30	0.6	10	55	24	2021/9/21 4:00
51	6	28	0.6	8	51	22	2021/9/21 5:00
51	6	26	0.5	6	51	22	2021/9/21 6:00
49	6	23	0.6	7	49	20	2021/9/21 7:00
45	6	19	0.6	10	45	20	2021/9/21 8:00
46	7	24	0.6	20	46	20	2021/9/21 9:00
52	7	27	0.6	41	54	23	2021/9/21 10:00
51	6	21	0.5	64	52	20	2021/9/21 11:00
39	7	14	0.4	80	39	13	2021/9/21 12:00
31	6	9	0.5	98	29	12	2021/9/21 13:00
28	6	7	0.4	88	24	10	2021/9/21 14:00
26	6	6	0.4	81	17	7	2021/9/21 15:00
24	5	6	0.4	76	18	5	2021/9/21 16:00
23	6	7	0.4	72	16	5	2021/9/21 17:00
22	6	9	0.4	68	14	4	2021/9/21 18:00
19	6	14	0.5	60	16	5	2021/9/21 19:00
